Id,Signatory,Language,Order,Assessment_Id,Attachment_Title,Explore_Link_Text,DirectLink,Year_Of_Publication_Label,Year_Of_Publication,Further_Details_Label,Please_Explain,Attachment,Hyperlink,IsLocalFile,Factors
2025001,Province of Las Palmas de Gran Canaria,en,20,20,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Valleseco.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Valleseco.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Valleseco.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,21,21,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Valsequillo-de-Gran-Canaria.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.\n",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Valsequillo de Gran Canaria.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Valsequillo-de-Gran-Canaria.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,22,22,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Vega-de-San-Mateo.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Vega de San Mateo.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Vega-de-San-Mateo.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
73104,Region of Päijät-Häme,en,1,1,CRA,Explore Region of Päijät-Häme's Climate Risk and Vulnerability Assessment,NULL,Year of publication,2023,Further details,The assessment was done as a part of preparing the regional adaptation plan. The process included data gathering and stakeholder workshops.,Ilmastonmuutokseen_sopeutumisen_suunnitelma_2023-2030.pdf,Ilmastonmuutokseen_sopeutumisen_suunnitelma_2023-2030.pdf,1,"Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment includes sectors and/or urban systems,Assessment includes consultation with partners"
73193,State of Styria,en,1,1,CRA,Explore State of Styria's Climate Risk and Vulnerability Assessment,https://www.bmk.gv.at/dam/jcr:afe16fdf-0d92-41ae-8331-5f5474fea9e5/Factsheet-Steiermark.pdf,Year of publication,2015,Further details,"https://klimaszenarien.at/oeks-15/\n\nin 2026 the same report (ÖKS26) will be published with more recent data \n\nthis ÖKS15 report provides data on temperature, precipitation change etc., but does not identify climate risks explicitily",Factsheet-Steiermark (3).pdf,https://www.bmk.gv.at/dam/jcr:afe16fdf-0d92-41ae-8331-5f5474fea9e5/Factsheet-Steiermark.pdf,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
54510,Umeå Municipality,en,1,1,CRA,Explore Umeå Municipality's Climate Risk and Vulnerability Assessment,https://www.umea.se/download/18.1215780b17562c1276f32/1603697582336/Risk-%20och%20s%C3%A5rberhetsanalys%202019-2022_sekretessbed%C3%B6md.pdf,Year of publication,2019,Further details,N/A,NULL,https://www.umea.se/download/18.1215780b17562c1276f32/1603697582336/Risk-%20och%20s%C3%A5rberhetsanalys%202019-2022_sekretessbed%C3%B6md.pdf,0,"Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems"
74673,İzmir Metropolitan Municipality,en,1,1,CRA,Explore İzmir Metropolitan Municipality's Climate Risk and Vulnerability Assessment,http://skpo.izmir.bel.tr/Upload_Files/FckFiles/file/2020/WEB_SAYFASI_SECAP-ingilizce.pdf,Year of publication,2020,Further details,"Izmir SECAP summarizes current and future risks in 12 main sectors according to the CoM methodology. These risks were leveled using GCom's risk matrix. Detailed risk and vulnerability assessments are included in Izmir SECAP. In summary, hazards and impact pathways were identified during the assessment process. In order to gain a high-level understanding of Izmir's vulnerabilities, descriptions were developed and split into socio-economic and physical and environmental",NULL,http://skpo.izmir.bel.tr/Upload_Files/FckFiles/file/2020/WEB_SAYFASI_SECAP-ingilizce.pdf,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),A process has been established for prioritizing identified hazards,Assessment includes sectors and/or urban systems,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
54408,Aarhus Municipality,en,1,1,CRA,Explore Aarhus Municipality's Climate Risk and Vulnerability Assessment,file:///C:/Users/AZ57442/Downloads/samlet-klimaaftale-underskrevet%20(10).pdf,Year of publication,2024,Further details,"Virtually all parts of the municipal area are covered by the vulnerability assessment. Aarhus is an increasingly highly populated municipality. The main focus has therefore been placed on residential areas with efforts to redirect, delay and store the increased levels of water. However, this also applies to critical road networks, industrial, agriculture and commercial areas that are often linked to residential areas. Efforts have been made to increase the water bearing capacity of existing lakes and streams. These solutions also serve as recreative areas. Row 1 The assessment has been attached in terms of our Climate Action Plan 2021-2024. Same - covers entire jurisdiction and nothing else 2024 Assessment considers transition risks Assessment includes sectors and/or urban systems The link is to the recently adopted climate policy agreement, which will form the basis for the upcoming Climate Action Plan (2025-2030). The agreement has just been adopted and has not yet been translated into English, but it covers all emission domains and is based on a very thorough, coherent risk assessment.",Green Transition in Aarhus.pdf,file:///C:/Users/AZ57442/Downloads/samlet-klimaaftale-underskrevet%20(10).pdf,0,"Assessment considers transition risks,Assessment includes sectors and/or urban systems"
72923,Autonomous Community of Andalusia,en,1,1,CRA,Explore Autonomous Community of Andalusia's Climate Risk and Vulnerability Assessment,"Plan Andaluz de Acción por el Clima (Apartados 4.4.1. y 4.4.2. vulnerabilidad de Andalucía y escenarios climáticos, Fig 64: matriz de impactos, ANEXO 4) https://lajunta.es/4xu6p",Year of publication,2021,Further details,"La evaluación se realizó en el marco del diagnóstico del Plan Andaluz de Acción por el Clima, aplicando las metodologías del AR5 y realizando talleres de participación con una amplia representación de partes interesadas.",NULL,"Plan Andaluz de Acción por el Clima (Apartados 4.4.1. y 4.4.2. vulnerabilidad de Andalucía y escenarios climáticos, Fig 64: matriz de impactos, ANEXO 4) https://lajunta.es/4xu6p",0,"Assessment considers water security,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,A process has been established to update the assessment at least every five years"
72923,Autonomous Community of Andalusia,en,3,3,CRA,Explore Autonomous Community of Andalusia's Climate Risk and Vulnerability Assessment,Análisis de los Escenarios Climáticos Regionales de Andalucía (AR6) https://lajunta.es/4a4dp,Year of publication,2022,Further details,Formado por: - Proyecciones locales de cambio climático en Andalucía adaptadas a los escenarios y modelos del VI informe IPCC - Evolución de las principales variables climáticas actualizadas al VI informe del IPCC - Visor de escenarios locales de cambio climático en Andalucía actualizados al VI Informe IPCC.,NULL,Análisis de los Escenarios Climáticos Regionales de Andalucía (AR6) https://lajunta.es/4a4dp,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
72923,Autonomous Community of Andalusia,en,4,4,CRA,Explore Autonomous Community of Andalusia's Climate Risk and Vulnerability Assessment,14 Estudios sectoriales de vulnerabilidad al cambio climático y un informe general: https://lajunta.es/52ytx,Year of publication,2012,Further details,Estudios de vulnerabilidad sectoriales tenidos en cuenta para una versión anterior del Programa de Adaptación regional (2010). Basado en la metodología del AR4.,NULL,14 Estudios sectoriales de vulnerabilidad al cambio climático y un informe general: https://lajunta.es/52ytx,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,Identified hazards have been incorporated into the jurisdiction's overall risk management framework"
72923,Autonomous Community of Andalusia,en,5,5,CRA,Explore Autonomous Community of Andalusia's Climate Risk and Vulnerability Assessment,Herramienta para la evaluación y seguimiento de los riesgos climáticos https://lajunta.es/4xu74,Year of publication,2023,Further details,Herramienta para facilitar la evaluación de riesgos de las áreas estratégicas del Plan Andaluz de Acción por el Clima permitiendo una aplicación homogénea y reproducible en el tiempo.,NULL,Herramienta para la evaluación y seguimiento de los riesgos climáticos https://lajunta.es/4xu74,0,"A process has been established for prioritizing identified hazards,Assessment includes sectors and/or urban systems"
72923,Autonomous Community of Andalusia,en,6,6,CRA,Explore Autonomous Community of Andalusia's Climate Risk and Vulnerability Assessment,Guía metodológica para la evaluación y seguimiento de los riesgos climáticos en el marco del Plan Andaluz de Acción por el Clima (PAAC) https://lajunta.es/4xu74,Year of publication,2023,Further details,"Marco metodológico y conceptual de sistematización y normalización del proceso de evaluación de riesgos climáticos, completada con un Anexo con indicadores de referencia para evaluación de componentes del riego climático para las áreas estratégicas e iImpactos del PAAC.",NULL,Guía metodológica para la evaluación y seguimiento de los riesgos climáticos en el marco del Plan Andaluz de Acción por el Clima (PAAC) https://lajunta.es/4xu74,0,Assessment includes sectors and/or urban systems
72927,Autonomous Community of Catalonia,en,1,1,CRA,Explore Autonomous Community of Catalonia's Climate Risk and Vulnerability Assessment,https://canviclimatic.gencat.cat/en/ambits/adaptacio/estrategia-catalana-dadaptacio-al-canvi-climatic-2021-2030/index.html,Year of publication,2023,Further details,"La Ley 16/2017, de 1 de agosto, del cambio climático, ley pionera en el Estado y en las naciones del sur de Europa, establece las directrices estratégicas que las políticas públicas sectoriales deben seguir para adaptarse a los impactos del cambio climático y reducir su vulnerabilidad. Estas directrices deben desplegarse mediante la aprobación de un Marco Estratégico de Referencia de Adaptación al Cambio Climático. La ESCACC30 es este nuevo marco estratégico para el horizonte 2030 y da continuidad a la ESCACC20 aprobada en 2012 para el horizonte 2020.\nEl Gobierno de la Generalidad de Cataluña, de acuerdo con las competencias en materia de protección del medio ambiente y de definición de las políticas públicas climáticas, aprobó la Estrategia Catalana de Adaptación al Cambio Climático 2013-2020 (ESCACC20) el 13 de noviembre de 2012. ESCACC20 fue el primer documento estratégico sobre políticas de adaptación al cambio climático en Cataluña, con carácter previo a la aprobación de la Estrategia Europea de Adaptación al Cambio Climático (2013).\n\nEl 17 de enero de 2023, el Gobierno de la Generalidad de Cataluña ha aprobado la nueva Estrategia Catalana de Adaptación al Cambio Climático para el horizonte 2030, cuyo objetivo es mejorar la adaptación al cambio climático en Cataluña y reducir la vulnerabilidad mediante el establecimiento de 76 objetivos operativos que se despliegan en 312 medidas de adaptación para los diversos sistemas naturales, ámbitos socioeconómicos y territorios de Cataluña.\n\nEn el enlace proporcionado se puede acceder a todos los documentos publicados de la ESCACC30, entre los cuales se puede descargar el \'Annexo 2\' que contiene el análisis de los impactos y vulnerabilidades en los sistemas naturales, ámbitos socioeconómicos y territorios",Resum-Executiu-ESCACC30_Govern_CA_EN.pdf,https://canviclimatic.gencat.cat/en/ambits/adaptacio/estrategia-catalana-dadaptacio-al-canvi-climatic-2021-2030/index.html,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
72920,Autonomous Community of Galicia,en,1,1,CRA,Explore Autonomous Community of Galicia's Climate Risk and Vulnerability Assessment,https://cambioclimatico.xunta.gal/c/document_library/get_file?folderId=86132&name=DLFE-54461.pdf,Year of publication,2019,Further details,La evaluación consta de un diagnostico en base al análisis de la evolución y proyección futura de las variables climáticas para posteriormente evaluar las implicaciones a nivel sectorial siguiendo el esquema de sectores identificados en la Estrategia Gallega de Cambio Climático por la relevancia socioeconómica y ambiental que tienen para Galicia.,191001_EGCCE2050_GALEGO.pdf,https://cambioclimatico.xunta.gal/c/document_library/get_file?folderId=86132&name=DLFE-54461.pdf,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers transition risks,Assessment considers vulnerable populations"
72924,Autonomous Community of Navarre,en,1,1,CRA,Explore Autonomous Community of Navarre's Climate Risk and Vulnerability Assessment,https://monitoring.lifenadapta.eu/pages/pacto-alcaldias,Year of publication,2020,Further details,"En el marco del proyecto Life Nadapta, se ha elaborado el documento \'Estudio de la variabilidad climática. Informe sobre las zonas climáticas de Navarra y las condiciones generales del clima esperado en Navarra\', que incluye el análisis de series históricas para establecer una línea base climática pasada en Navarra y el análisis de proyecciones futuras. En base al escenario de emisiones más alto RCP 8.5, se han analizado la temperatura, precipitación y humedad (evapotranspiración), y se ha graduado la peligrosidad de cada municipio en cada periodo (2021-2050 y 2051-2080) ante una amenaza climática concreta (ola de calor, inundación, oscilación térmica, sequía, etc.).A nivel municipal, se ha realizado un análisis de vulnerabilidad y riesgo municipal en base a una selección de cadenas de impacto, que son relaciones causa-efecto que permiten simplificar y acotar el problema de adaptación, y se han creado fichas individuales para cada municipio que están incluidas en el enlace anterior.",211230 DC62_1 Variabilidad climatica_ Resumen_V5_correcciones diciembre 2021.pdf,https://monitoring.lifenadapta.eu/pages/pacto-alcaldias,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
72926,Autonomous Community of the Basque Country,en,1,1,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://www.euskadi.eus/contenidos/documentacion/klima2050/es_def/adjuntos/KLIMA2050_es.pdf,Year of publication,2015,Further details,"El link proporcionado lleva al PDF de la Estrategia de cambio climático 2050 del País Vasco, para la que se emplearon resultados de varios análisis de años previos incluyéndose en el anexo 5 un análisis detallado de necesidades de adaptación del territorio del País Vasco ordenado por sectores.",KLIMA2050_es.pdf,https://www.euskadi.eus/contenidos/documentacion/klima2050/es_def/adjuntos/KLIMA2050_es.pdf,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment considers transition risks,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems"
72926,Autonomous Community of the Basque Country,en,2,2,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://gis.ihobe.eus/kostaegoki/?locale=es,Year of publication,2022,Further details,"El link proporcionado lleva al visor cartográfico del proyecto kostaegoki que muestra los resultados del análisis. Desde este visor, se pueden identificar geográficamente cada uno de los 10 escenarios generados combinando escenarios de inundación fluvial en distintos periodos de retorno, proyecciones RCP 4.5 y 8.5 y aumentos específicos de nivel del mar para evidenciar las zonas que se verían afectadas. Toda la información del análisis se encuentra disponible en el PDF proporcionado, así como desde el sitio web del visor.",Kostaegoki I. AnÃ¡lisis de vulnerabilidad y riesgo (1).pdf,https://gis.ihobe.eus/kostaegoki/?locale=es,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers water security,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Other, please specify,Assessment considers vulnerable populations"
72926,Autonomous Community of the Basque Country,en,3,3,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,http://escenariosklima.ihobe.eus,Year of publication,2023,Further details,"El link proporcionado lleva al visor cartográfico de escenarios de alta resolución para el País Vasco bajo las rutas de concentración de gases de efecto invernadero RCP 4.5 y 8.5 que muestra los resultados del análisis. Desde este visor, se pueden identificar geográficamente variables básicas con una precisión de 1km y variables no-básicas de 12km, cuyo objetivo primordial es proporcionar información regionalizada de las proyecciones de cambio climático para análisis especializados y sectoriales. El PDF proporcionado incluye la metodología y explicación de las variables incluidas en el visor.",IHOBE_escenarios_cambio_climÃ¡tico_CAST_2.0 (2) (1).pdf,http://escenariosklima.ihobe.eus,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Other, please specify"
72926,Autonomous Community of the Basque Country,en,4,4,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://www.ihobe.eus/publicaciones/analisis-riesgo-climatico-habitats-terrestres-euskadi-resultados,Year of publication,2022,Further details,"Tanto en el link como en el PDF proporcionados se puede acceder a los resultados del Análisis de riesgo climático de los hábitats terrestres de Euskadi, para el cual se emplearon escenarios regionalizados de RCP 8.5 en conjunto con modelos de distribución de especies e información cartográfica para obtener el riesgo climático en 40 hábitats terrestres de los cuales 27 son de interés comunitario y 13 de interés regional, el objetivo del análisis es una priorización de hábitats que pueden verse potencialmente afectados por el cambio climático, sobre los cuales enfocar la acción.",ResultadosRiesgoClimatico_ES_def.pdf,https://www.ihobe.eus/publicaciones/analisis-riesgo-climatico-habitats-terrestres-euskadi-resultados,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework"
72926,Autonomous Community of the Basque Country,en,5,5,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://ihobe.maps.arcgis.com/apps/MapSeries/index.html?appid=37ebeeee36fb42cca42c0bbac2d512de,Year of publication,2019,Further details,"El link proporcionado lleva a una aplicación interactiva donde se puede revisar de manera geográfica la situación de cada municipio de acuerdo con los resultados de la Evaluación de la vulnerabilidad y riesgo de los municipios vascos ante el cambio climático. Para la realización del análisis se establecieron cadenas de impacto, indicadores municipales de vulnerabilidad y riesgo, y se establecieron los resultados agrupados tanto por municipio como por amenaza climática. Así mismo, se proporciona la metodología del análisis y medidas de adaptación genéricas aplicables en los municipios en el PDF proporcionado.",CAST_Evaluacion_de_la_vulnerabilidad_y_riesgo_de_los_municipios_vascos_ante_el_cambio_climatico_deff_(5).pdf,https://ihobe.maps.arcgis.com/apps/MapSeries/index.html?appid=37ebeeee36fb42cca42c0bbac2d512de,0,"Assessment considers water security,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Other, please specify"
72926,Autonomous Community of the Basque Country,en,7,7,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://www.ihobe.eus/publicaciones/inundacion-pluvial-asociada-a-eventos-extremos-previpitacion-en-escenario-cambio-climatico-en-euskadi,Year of publication,2022,Further details,"Tanto en el PDF como en el link proporcionados se accede al estudio realizado sobre Inundación pluvial asociada a eventos extremos de precipitación en escenarios de cambio climático en Euskadi, mismo que tiene como objetivo aumentar el conocimiento sobre esta amenaza climática, identificar las zonas críticamente afectadas, priorizar nuevos estudios específicos y analizar las tendencias de evolución de estos fenómenos. Los resultados gráficos se pueden encontrar en el visor de GeoEuskadi al que se puede acceder desde el siguiente link: https://www.geo.euskadi.eus/geobisorea .",inplu_ES 170123 (2).pdf,https://www.ihobe.eus/publicaciones/inundacion-pluvial-asociada-a-eventos-extremos-previpitacion-en-escenario-cambio-climatico-en-euskadi,0,"Assessment considers water security,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment includes sectors and/or urban systems,Other, please specify,Assessment considers vulnerable populations"
72926,Autonomous Community of the Basque Country,en,8,8,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://urbanklima2050.eu/es/que-es/,Year of publication,2019,Further details,"Se puede acceder a la información sobre el LIFE Urban Klima 2050 desde el link o en el PDF proporcionado, este proyecto tiene como objetivo garantizar el funcionamiento del territorio vasco a pesar de los cambios que se darán en el clima a lo largo de los años, considerando analizar las principales amenazas y sus afecciones para la generación de resiliencia, dichas amenazas son: el aumento del nivel del mar, cambio en el régimen de precipitaciones y el incremento de las temperaturas. Este proyecto tiene una duración de 6 años (hasta 2025), 20 entidades socias agrupando agentes públicos y privados, y 40 acciones con las que se busca conseguir la adaptación del territorio y la neutralidad en carbono. Este proyecto nace con la intención de que sea posible replicarlo en otras regiones de la Unión Europea.",dossier-urban-klima-es.pdf,https://urbanklima2050.eu/es/que-es/,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers transition risks,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,Assessment includes consultation with partners"
72926,Autonomous Community of the Basque Country,en,9,9,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://www.uragentzia.euskadi.eus/revision-del-plan-hidrologico-de-la-demarcacion-hidrografica-del-cantabrico-oriental-2021-2027/webura00-01020102planrevision/es/,Year of publication,2024,Further details,"El link proporcionado lleva a la página indicada de la revisión del Plan Hidrológico de la Demarcación Hidrográfica del Cantábrico Oriental que se lleva a cabo cada 5 años, y el documento adjunto es la actualización específicamente en lo relacionado con cambio climático.",Anejo-17_Cambio-climatico_20230124.pdf,https://www.uragentzia.euskadi.eus/revision-del-plan-hidrologico-de-la-demarcacion-hidrografica-del-cantabrico-oriental-2021-2027/webura00-01020102planrevision/es/,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
72926,Autonomous Community of the Basque Country,en,10,10,CRA,Explore Autonomous Community of the Basque Country's Climate Risk and Vulnerability Assessment,https://www.ihobe.eus/cambio-climatico#kit,Year of publication,2024,Further details,"De acuerdo con las propuestas facilitadas por el equipo de CDP en las consultas, en esta fila se hace una recopilación de todos los factores considerados en las 8 filas previas: Estrategia de cambio climático 2050, Proyecto Kostaegoki, Visor cartográfico de escenarios de alta resolución, Análisis de riesgo climático de hábitats terrestres, Evaluación de vulnerabilidad y riesgo de municipios vascos ante el cambio climático, estudio de Inundación pluvial asociada a eventos extremos de precipitación en escenarios de cambio climático, LIFE Urban Klima 2050 y Plan Hidrológico de la Demarcación Hidrográfica del Cantábrico Occidental.",NULL,https://www.ihobe.eus/cambio-climatico#kit,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,A process has been established for prioritizing identified hazards,Assessment considers transition risks,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
73095,Auvergne-Rhône-Alpes Region,en,1,1,CRA,Explore Auvergne-Rhône-Alpes Region's Climate Risk and Vulnerability Assessment,https://www.orcae-auvergne-rhone-alpes.fr/analyses-thematiques/climat/impacts-du-changement-climatique,Year of publication,2022,Further details,"The Regional Climate, Air and Energy Observatory produces every year data on the historical and projected impacts of climate chaange.nge.",NULL,https://www.orcae-auvergne-rhone-alpes.fr/analyses-thematiques/climat/impacts-du-changement-climatique,0,"Assessment considers water security,Assessment considers nature,Assessment considers transition risks,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
