Id,Signatory,Language,Order,Action_Id,Co_Benefit
55324,Municipality of Guimarães,en,28,28,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,28,28,Increased/improved green space
55324,Municipality of Guimarães,en,28,28,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,28,28,Reduced health impacts from extreme heat or cold weather
55324,Municipality of Guimarães,en,29,29,Increased food security
55324,Municipality of Guimarães,en,30,30,Increased/improved green space
55324,Municipality of Guimarães,en,31,31,Improved air quality
55324,Municipality of Guimarães,en,31,31,Reduced noise/light pollution
55324,Municipality of Guimarães,en,33,33,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,33,33,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,34,34,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,35,35,Reduced costs
55324,Municipality of Guimarães,en,35,35,Job creation
55324,Municipality of Guimarães,en,35,35,Revenue generation
55324,Municipality of Guimarães,en,35,35,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,36,36,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,37,37,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,37,37,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,38,38,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,39,39,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,39,39,Reduced disaster/disease/contamination-related health impacts
55324,Municipality of Guimarães,en,40,40,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,41,41,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,41,41,Increased food security
55324,Municipality of Guimarães,en,42,42,Improved waste management
55324,Municipality of Guimarães,en,43,43,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,44,44,Improved water/soil quality
55324,Municipality of Guimarães,en,44,44,Reduced disaster/disease/contamination-related health impacts
55324,Municipality of Guimarães,en,44,44,Increased water security
55324,Municipality of Guimarães,en,45,45,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,45,45,Reduced natural resource depletion
55324,Municipality of Guimarães,en,46,46,Reduced noise/light pollution
55324,Municipality of Guimarães,en,46,46,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,46,46,Improved physical health
55324,Municipality of Guimarães,en,46,46,Increased/improved green space
55324,Municipality of Guimarães,en,46,46,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,46,46,Improved air quality
55324,Municipality of Guimarães,en,46,46,Reduced GHG emissions
55324,Municipality of Guimarães,en,46,46,Reduced health impacts from extreme heat or cold weather
55324,Municipality of Guimarães,en,47,47,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,49,49,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,48,48,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,50,50,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,51,51,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,51,51,Reduced disaster/disease/contamination-related health impacts
55324,Municipality of Guimarães,en,52,52,Improved water/soil quality
55324,Municipality of Guimarães,en,52,52,Improved waste management
55324,Municipality of Guimarães,en,53,53,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,53,53,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,53,53,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,53,53,Increased/improved green space
55324,Municipality of Guimarães,en,53,53,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,53,53,Improved waste management
55324,Municipality of Guimarães,en,53,53,Increased energy security
55324,Municipality of Guimarães,en,53,53,Increased access to energy
55324,Municipality of Guimarães,en,54,54,Reduced natural resource depletion
55324,Municipality of Guimarães,en,54,54,Improved waste management
55324,Municipality of Guimarães,en,55,55,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,55,55,Reduced costs
55324,Municipality of Guimarães,en,55,55,Reduced disaster/disease/contamination-related health impacts
55324,Municipality of Guimarães,en,56,56,Increased energy security
55324,Municipality of Guimarães,en,57,57,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,57,57,Reduced natural resource depletion
55324,Municipality of Guimarães,en,57,57,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,58,58,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,58,58,Reduced natural resource depletion
55324,Municipality of Guimarães,en,58,58,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,59,59,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,59,59,Reduced natural resource depletion
55324,Municipality of Guimarães,en,59,59,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,60,60,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,61,61,"Reduced disruption of energy, transport, water or communications networks"
55324,Municipality of Guimarães,en,61,61,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,62,62,"Reduced disruption of energy, transport, water or communications networks"
55324,Municipality of Guimarães,en,62,62,Reduced natural resource depletion
55324,Municipality of Guimarães,en,62,62,Reduced costs
55324,Municipality of Guimarães,en,62,62,Increased water security
55324,Municipality of Guimarães,en,63,63,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,63,63,Increased food security
55324,Municipality of Guimarães,en,64,64,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,64,64,Increased food security
55324,Municipality of Guimarães,en,64,64,Reduced costs
55324,Municipality of Guimarães,en,64,64,Reduced GHG emissions
55324,Municipality of Guimarães,en,65,65,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,65,65,Increased food security
55324,Municipality of Guimarães,en,66,66,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,66,66,Increased food security
55324,Municipality of Guimarães,en,67,67,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,67,67,Reduced costs
55324,Municipality of Guimarães,en,67,67,Increased transparency and accountability
826431,Municipality of Loulé,en,1,1,Improved road safety
826431,Municipality of Loulé,en,1,1,Reduced health costs
826431,Municipality of Loulé,en,1,1,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,1,1,Improved water/soil quality
826431,Municipality of Loulé,en,1,1,Improved physical health
826431,Municipality of Loulé,en,1,1,Improved mobility and access
826431,Municipality of Loulé,en,1,1,Increased/improved green space
826431,Municipality of Loulé,en,1,1,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,1,1,Reduced natural resource depletion
826431,Municipality of Loulé,en,1,1,Improved air quality
826431,Municipality of Loulé,en,1,1,Reduced GHG emissions
826431,Municipality of Loulé,en,1,1,Reduced congestion
826431,Municipality of Loulé,en,1,1,Reduced noise/light pollution
826431,Municipality of Loulé,en,2,2,Improved water/soil quality
826431,Municipality of Loulé,en,2,2,"Other impacts from climate actions, please specify"
826431,Municipality of Loulé,en,2,2,Increased/improved green space
826431,Municipality of Loulé,en,2,2,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,2,2,Reduced natural resource depletion
826431,Municipality of Loulé,en,2,2,Improved air quality
826431,Municipality of Loulé,en,2,2,Reduced GHG emissions
826431,Municipality of Loulé,en,2,2,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,3,3,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,3,3,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,3,3,Improved water/soil quality
826431,Municipality of Loulé,en,3,3,Reduced natural resource depletion
826431,Municipality of Loulé,en,3,3,Increased/improved green space
826431,Municipality of Loulé,en,3,3,Reduced costs
826431,Municipality of Loulé,en,3,3,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,3,3,Improved air quality
826431,Municipality of Loulé,en,3,3,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,4,4,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,4,4,Improved water/soil quality
826431,Municipality of Loulé,en,4,4,Increased/improved green space
826431,Municipality of Loulé,en,4,4,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,4,4,Reduced costs
826431,Municipality of Loulé,en,4,4,Reduced natural resource depletion
826431,Municipality of Loulé,en,4,4,Improved air quality
826431,Municipality of Loulé,en,4,4,Reduced GHG emissions
826431,Municipality of Loulé,en,4,4,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,5,5,Increased labor productivity
826431,Municipality of Loulé,en,5,5,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,5,5,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,5,5,Increased/improved green space
826431,Municipality of Loulé,en,5,5,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,5,5,Increased food security
826431,Municipality of Loulé,en,5,5,Reduced GHG emissions
826431,Municipality of Loulé,en,5,5,Revenue generation
826431,Municipality of Loulé,en,5,5,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,5,5,Increased economic production
826431,Municipality of Loulé,en,5,5,Improved water/soil quality
826431,Municipality of Loulé,en,5,5,Reduced natural resource depletion
826431,Municipality of Loulé,en,5,5,Increased transparency and accountability
826431,Municipality of Loulé,en,5,5,Improved air quality
826431,Municipality of Loulé,en,5,5,Fewer or no households and businesses forced from homes/places of work
826431,Municipality of Loulé,en,6,6,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,6,6,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,6,6,Business/technological innovation
826431,Municipality of Loulé,en,6,6,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,6,6,Increased transparency and accountability
826431,Municipality of Loulé,en,6,6,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,6,6,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,7,7,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,7,7,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,7,7,Improved water/soil quality
826431,Municipality of Loulé,en,7,7,"Other impacts from climate actions, please specify"
826431,Municipality of Loulé,en,7,7,Increased/improved green space
826431,Municipality of Loulé,en,7,7,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,7,7,Reduced natural resource depletion
826431,Municipality of Loulé,en,7,7,Reduced GHG emissions
826431,Municipality of Loulé,en,7,7,Reduced noise/light pollution
826431,Municipality of Loulé,en,8,8,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,8,8,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,8,8,Improved water/soil quality
826431,Municipality of Loulé,en,8,8,Increased/improved green space
826431,Municipality of Loulé,en,8,8,Reduced natural resource depletion
826431,Municipality of Loulé,en,8,8,Reduced costs
826431,Municipality of Loulé,en,8,8,Improved waste management
826431,Municipality of Loulé,en,8,8,Increased water security
826431,Municipality of Loulé,en,9,9,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,9,9,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,9,9,Improved water/soil quality
826431,Municipality of Loulé,en,9,9,Reduced natural resource depletion
826431,Municipality of Loulé,en,9,9,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,11,11,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,11,11,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,11,11,Improved water/soil quality
826431,Municipality of Loulé,en,11,11,Increased/improved green space
826431,Municipality of Loulé,en,11,11,Reduced natural resource depletion
826431,Municipality of Loulé,en,11,11,Reduced costs
826431,Municipality of Loulé,en,11,11,Improved waste management
826431,Municipality of Loulé,en,11,11,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,11,11,Reduced GHG emissions
826431,Municipality of Loulé,en,11,11,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,12,12,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,12,12,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,12,12,Improved water/soil quality
826431,Municipality of Loulé,en,12,12,Reduced natural resource depletion
826431,Municipality of Loulé,en,12,12,Reduced costs
826431,Municipality of Loulé,en,12,12,Increased transparency and accountability
826431,Municipality of Loulé,en,12,12,Increased water security
826431,Municipality of Loulé,en,13,13,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,13,13,Increased transparency and accountability
826431,Municipality of Loulé,en,14,14,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,14,14,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,14,14,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,14,14,Improved water/soil quality
826431,Municipality of Loulé,en,14,14,"Other impacts from climate actions, please specify"
826431,Municipality of Loulé,en,14,14,Reduced natural resource depletion
826431,Municipality of Loulé,en,14,14,Reduced costs
826431,Municipality of Loulé,en,14,14,Increased transparency and accountability
826431,Municipality of Loulé,en,14,14,Increased water security
826431,Municipality of Loulé,en,15,15,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,15,15,Improved water/soil quality
826431,Municipality of Loulé,en,15,15,Improved mobility and access
826431,Municipality of Loulé,en,15,15,Increased/improved green space
826431,Municipality of Loulé,en,15,15,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,15,15,Reduced natural resource depletion
826431,Municipality of Loulé,en,15,15,Increased transparency and accountability
826431,Municipality of Loulé,en,15,15,Improved air quality
826431,Municipality of Loulé,en,15,15,Reduced GHG emissions
826431,Municipality of Loulé,en,15,15,Reduced congestion
826431,Municipality of Loulé,en,15,15,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,16,16,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,16,16,Improved water/soil quality
826431,Municipality of Loulé,en,16,16,Improved physical health
826431,Municipality of Loulé,en,16,16,Increased/improved green space
826431,Municipality of Loulé,en,16,16,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,16,16,Reduced natural resource depletion
826431,Municipality of Loulé,en,16,16,Reduced costs
826431,Municipality of Loulé,en,16,16,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,16,16,Improved air quality
826431,Municipality of Loulé,en,16,16,Reduced GHG emissions
826431,Municipality of Loulé,en,17,17,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,17,17,Improved water/soil quality
826431,Municipality of Loulé,en,17,17,Improved mobility and access
826431,Municipality of Loulé,en,17,17,Improved physical health
826431,Municipality of Loulé,en,17,17,Increased/improved green space
826431,Municipality of Loulé,en,17,17,Reduced natural resource depletion
826431,Municipality of Loulé,en,17,17,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,17,17,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,17,17,Improved air quality
826431,Municipality of Loulé,en,17,17,Reduced GHG emissions
826431,Municipality of Loulé,en,17,17,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,18,18,Increased economic production
826431,Municipality of Loulé,en,18,18,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,18,18,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,18,18,Improved water/soil quality
826431,Municipality of Loulé,en,18,18,Increased/improved green space
826431,Municipality of Loulé,en,18,18,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,18,18,Reduced natural resource depletion
826431,Municipality of Loulé,en,18,18,Increased transparency and accountability
826431,Municipality of Loulé,en,18,18,Fewer or no households and businesses forced from homes/places of work
826431,Municipality of Loulé,en,18,18,Improved air quality
826431,Municipality of Loulé,en,18,18,Revenue generation
826431,Municipality of Loulé,en,18,18,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,19,19,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,19,19,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,19,19,"Other impacts from climate actions, please specify"
826431,Municipality of Loulé,en,19,19,Increased transparency and accountability
826431,Municipality of Loulé,en,19,19,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,19,19,Fewer or no households and businesses forced from homes/places of work
826431,Municipality of Loulé,en,20,20,Increased labor productivity
826431,Municipality of Loulé,en,20,20,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,20,20,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,20,20,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,20,20,Increased/improved green space
826431,Municipality of Loulé,en,20,20,Reduced GHG emissions
826431,Municipality of Loulé,en,20,20,Revenue generation
826431,Municipality of Loulé,en,20,20,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,20,20,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,20,20,Increased economic production
826431,Municipality of Loulé,en,20,20,Improved water/soil quality
826431,Municipality of Loulé,en,20,20,Reduced natural resource depletion
826431,Municipality of Loulé,en,20,20,Increased transparency and accountability
826431,Municipality of Loulé,en,20,20,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,20,20,Improved air quality
826431,Municipality of Loulé,en,20,20,Fewer or no households and businesses forced from homes/places of work
826431,Municipality of Loulé,en,21,21,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,21,21,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,21,21,Improved water/soil quality
826431,Municipality of Loulé,en,21,21,Reduced natural resource depletion
826431,Municipality of Loulé,en,21,21,Increased/improved green space
826431,Municipality of Loulé,en,21,21,Reduced costs
826431,Municipality of Loulé,en,21,21,Improved waste management
826431,Municipality of Loulé,en,21,21,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,21,21,Increased water security
826431,Municipality of Loulé,en,22,22,Improved water/soil quality
826431,Municipality of Loulé,en,22,22,Reduced natural resource depletion
826431,Municipality of Loulé,en,22,22,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,22,22,Reduced costs
826431,Municipality of Loulé,en,22,22,Increased/improved green space
826431,Municipality of Loulé,en,22,22,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,22,22,Improved air quality
826431,Municipality of Loulé,en,22,22,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,23,23,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,23,23,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,23,23,Increased transparency and accountability
826431,Municipality of Loulé,en,23,23,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,59,59,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,59,59,Reduced fuel/energy poverty
826431,Municipality of Loulé,en,59,59,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,59,59,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,59,59,Reduced natural resource depletion
826431,Municipality of Loulé,en,59,59,Reduced costs
826431,Municipality of Loulé,en,59,59,Increased access to energy
826431,Municipality of Loulé,en,59,59,Increased energy security
826431,Municipality of Loulé,en,59,59,Reduced GHG emissions
826431,Municipality of Loulé,en,59,59,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,60,60,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,60,60,Improved water/soil quality
826431,Municipality of Loulé,en,60,60,"Other impacts from climate actions, please specify"
826431,Municipality of Loulé,en,60,60,Reduced disaster/disease/contamination-related health impacts
826431,Municipality of Loulé,en,61,61,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,61,61,Improved water/soil quality
826431,Municipality of Loulé,en,61,61,Improved physical health
826431,Municipality of Loulé,en,61,61,Increased/improved green space
826431,Municipality of Loulé,en,61,61,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,61,61,Reduced natural resource depletion
826431,Municipality of Loulé,en,61,61,Improved air quality
826431,Municipality of Loulé,en,61,61,Reduced GHG emissions
826431,Municipality of Loulé,en,61,61,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,62,62,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,62,62,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,62,62,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,62,62,Improved water/soil quality
826431,Municipality of Loulé,en,62,62,Reduced natural resource depletion
826431,Municipality of Loulé,en,62,62,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,62,62,Increased/improved green space
826431,Municipality of Loulé,en,62,62,Increased transparency and accountability
826431,Municipality of Loulé,en,62,62,Improved air quality
826431,Municipality of Loulé,en,62,62,Reduced GHG emissions
826431,Municipality of Loulé,en,62,62,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,63,63,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,63,63,Improved water/soil quality
826431,Municipality of Loulé,en,63,63,Reduced natural resource depletion
826431,Municipality of Loulé,en,63,63,Reduced costs
826431,Municipality of Loulé,en,63,63,Increased water security
826431,Municipality of Loulé,en,64,64,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,64,64,Improved water/soil quality
826431,Municipality of Loulé,en,64,64,Reduced natural resource depletion
826431,Municipality of Loulé,en,64,64,Reduced costs
826431,Municipality of Loulé,en,64,64,Increased transparency and accountability
826431,Municipality of Loulé,en,64,64,Increased water security
826431,Municipality of Loulé,en,65,65,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,65,65,Improved water/soil quality
826431,Municipality of Loulé,en,65,65,Reduced natural resource depletion
826431,Municipality of Loulé,en,65,65,Reduced costs
826431,Municipality of Loulé,en,65,65,Increased transparency and accountability
826431,Municipality of Loulé,en,65,65,Increased water security
826431,Municipality of Loulé,en,66,66,"Reduced disruption of energy, transport, water or communications networks"
826431,Municipality of Loulé,en,66,66,Improved water/soil quality
826431,Municipality of Loulé,en,66,66,Reduced natural resource depletion
826431,Municipality of Loulé,en,66,66,Reduced costs
826431,Municipality of Loulé,en,66,66,Increased transparency and accountability
826431,Municipality of Loulé,en,66,66,Increased water security
826431,Municipality of Loulé,en,67,67,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,67,67,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,67,67,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,67,67,Improved water/soil quality
826431,Municipality of Loulé,en,67,67,Reduced natural resource depletion
826431,Municipality of Loulé,en,67,67,Increased food security
826431,Municipality of Loulé,en,67,67,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,67,67,Improved waste management
826431,Municipality of Loulé,en,67,67,Increased transparency and accountability
826431,Municipality of Loulé,en,67,67,Reduced costs
826431,Municipality of Loulé,en,67,67,Improved air quality
826431,Municipality of Loulé,en,67,67,Reduced GHG emissions
826431,Municipality of Loulé,en,68,68,Reduced health costs
826431,Municipality of Loulé,en,68,68,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,68,68,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,68,68,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,68,68,Improved physical health
826431,Municipality of Loulé,en,68,68,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,68,68,Improved labor conditions
826431,Municipality of Loulé,en,68,68,Reduced health impacts from extreme heat or cold weather
826431,Municipality of Loulé,en,69,69,Increased labor productivity
826431,Municipality of Loulé,en,69,69,Increased security/protection for poor/vulnerable populations
826431,Municipality of Loulé,en,69,69,"Increased social inclusion, equality and justice"
826431,Municipality of Loulé,en,69,69,Improved education and public awareness on climate issues
826431,Municipality of Loulé,en,69,69,Improved mental wellbeing/quality of life
826431,Municipality of Loulé,en,69,69,Increased food security
826431,Municipality of Loulé,en,69,69,Revenue generation
826431,Municipality of Loulé,en,69,69,Protected/improved biodiversity and ecosystem services
826431,Municipality of Loulé,en,69,69,Increased economic production
826431,Municipality of Loulé,en,69,69,Improved water/soil quality
826431,Municipality of Loulé,en,69,69,Reduced natural resource depletion
826431,Municipality of Loulé,en,69,69,Reduced costs
826431,Municipality of Loulé,en,69,69,Increased transparency and accountability
826431,Municipality of Loulé,en,69,69,Improved labor conditions
826431,Municipality of Loulé,en,69,69,Fewer or no households and businesses forced from homes/places of work
832078,Municipality of Mafra,en,1,1,Improved water/soil quality
832078,Municipality of Mafra,en,1,1,Improved physical health
832078,Municipality of Mafra,en,1,1,Improved mental wellbeing/quality of life
832078,Municipality of Mafra,en,1,1,Improved waste management
832078,Municipality of Mafra,en,1,1,Increased water security
832078,Municipality of Mafra,en,1,1,Improved air quality
832078,Municipality of Mafra,en,1,1,Reduced GHG emissions
832078,Municipality of Mafra,en,2,2,Increased water security
50669,Municipality of Matosinhos,en,1,1,Increased labor productivity
50669,Municipality of Matosinhos,en,1,1,Improved education and public awareness on climate issues
50669,Municipality of Matosinhos,en,6,6,Increased security/protection for poor/vulnerable populations
50669,Municipality of Matosinhos,en,6,6,Improved education and public awareness on climate issues
50669,Municipality of Matosinhos,en,8,8,Improved education and public awareness on climate issues
50669,Municipality of Matosinhos,en,9,9,Improved education and public awareness on climate issues
50669,Municipality of Matosinhos,en,10,10,Improved education and public awareness on climate issues
50669,Municipality of Matosinhos,en,11,11,Improved education and public awareness on climate issues
50669,Municipality of Matosinhos,en,12,12,Business/technological innovation
50669,Municipality of Matosinhos,en,12,12,Job creation
50669,Municipality of Matosinhos,en,13,13,Increased transparency and accountability
50669,Municipality of Matosinhos,en,14,14,"Other impacts from climate actions, please specify"
50669,Municipality of Matosinhos,en,14,14,Increased transparency and accountability
50669,Municipality of Matosinhos,en,15,15,Reduced health impacts from extreme heat or cold weather
50669,Municipality of Matosinhos,en,15,15,Reduced natural resource depletion
50669,Municipality of Matosinhos,en,15,15,Improved mental wellbeing/quality of life
50669,Municipality of Matosinhos,en,15,15,Increased/improved green space
50669,Municipality of Matosinhos,en,15,15,Improved air quality
50669,Municipality of Matosinhos,en,15,15,Reduced GHG emissions
50669,Municipality of Matosinhos,en,15,15,Protected/improved biodiversity and ecosystem services
50669,Municipality of Matosinhos,en,16,16,Improved education and public awareness on climate issues
50669,Municipality of Matosinhos,en,16,16,Protected/improved biodiversity and ecosystem services
50669,Municipality of Matosinhos,en,17,17,Reduced health impacts from extreme heat or cold weather
50669,Municipality of Matosinhos,en,17,17,Reduced fuel/energy poverty
50669,Municipality of Matosinhos,en,17,17,Reduced natural resource depletion
50669,Municipality of Matosinhos,en,17,17,Improved mental wellbeing/quality of life
50669,Municipality of Matosinhos,en,17,17,Reduced costs
50669,Municipality of Matosinhos,en,17,17,Increased/improved green space
50669,Municipality of Matosinhos,en,17,17,Increased energy security
50669,Municipality of Matosinhos,en,17,17,Improved air quality
50669,Municipality of Matosinhos,en,17,17,Reduced GHG emissions
50669,Municipality of Matosinhos,en,17,17,Protected/improved biodiversity and ecosystem services
50669,Municipality of Matosinhos,en,18,18,Reduced natural resource depletion
50669,Municipality of Matosinhos,en,18,18,Increased/improved green space
50669,Municipality of Matosinhos,en,18,18,Improved air quality
50669,Municipality of Matosinhos,en,18,18,Reduced GHG emissions
50669,Municipality of Matosinhos,en,18,18,Protected/improved biodiversity and ecosystem services
50669,Municipality of Matosinhos,en,19,19,Protected/improved biodiversity and ecosystem services
50669,Municipality of Matosinhos,en,19,19,Reduced natural resource depletion
50669,Municipality of Matosinhos,en,19,19,Increased/improved green space
50669,Municipality of Matosinhos,en,19,19,Improved air quality
50669,Municipality of Matosinhos,en,19,19,Reduced GHG emissions
50669,Municipality of Matosinhos,en,19,19,Reduced health impacts from extreme heat or cold weather
50669,Municipality of Matosinhos,en,20,20,"Reduced disruption of energy, transport, water or communications networks"
