Id,Language,Signatory,Adaptation_Goal_Id,Title,More_Details_Label,Climate_Hazards_Addressed_Label,Description_Label,Description,Comments_Label,Comments,Order,Climate_Action_Title,Climate_Action_Abstract
826427,en,Municipality of Valongo,Adaptation goal 16,Promoção da arquitetura bioclimática no edificado novo e existente sob administração do poder local,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"O setor dos edifícios é responsável pelo consumo de aproximadamente 40% da energia final na Europa e cerca de 30% para o caso de Portugal. Perante esta realidade, urge promover um conjunto de medidas com vista a impulsionar a melhoria do desempenho energético e das condições de conforto dos edifícios. Esta medida tem como objetivo a elaboração de um Plano de promoção da arquitetura bioclimática no edificado novo e existente sob administração do poder local, através da disseminação de informação que promova a implementação de conceitos bioclimáticos, bem como tecnologias que melhorem o conforto térmico, tanto em situações de frio e calor extremos em edifícios novos e existentes, contribuindo também para a redução das emissões de gases com efeito de estufa.",Comments,"Esta opção estratégica é fulcral no contexto de adaptação às alterações climáticas, uma vez que permite melhorar o conforto térmico sem que se recorra a meios ativos, reduzindo desta forma a dependência destes meios que podem perder eficácia em situações de calor extremo.Com esta meta pretende-se:-Promover a adoção de práticas de construção, planeamento e gestão do território mais sustentáveis; -Melhorar o conforto térmico dos edifícios privados.",3,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 18,Promoção do ordenamento florestal e reflorestação com espécies autóctones,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Promoção da plantação de espécies vegetais autóctones, apoio municipal financeiro e/ou fiscal à produção e comercialização de espécies autóctones, beneficiação/reconversão das áreas florestais (diagnóstico do estado fitossanitário e reflorestação, numa primeira fase, daquilo que é domínio privado da CMV), mapeamento das áreas problemáticas e implementação de medidas para controlo e erradicação de invasoras.",Comments,Com esta meta pretende-se:• Aumentar a resiliência do território aos incêndios florestais;• Reduzir a incidência dos incêndios;• Promover a biodiversidade autóctone;•Controlo das invasoras lenhosas.,4,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 3,Dotação dos espaços verdes públicos de espécies autóctones adaptadas às condições climáticas - Promoção da colocação/substituição do coberto verde em espaços verdes urbanos por espécies autóctones e resilientes Enquadramento da opção nos Setores Estratégico,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Os espaços verdes urbanos contribuem para a preservação da biodiversidade, habitats naturais e serviços de ecossistema nas urbes, assim como contribuem para a regulação térmica e do ciclo da água. Adicionalmente, a presença de espaços verdes em zonas urbanas convida ao contacto com os sistemas ecológicos, trazendo benefícios não só ao nível da saúde física, mas também mental. No entanto, com a exponenciação dos efeitos das alterações climáticas e do movimento da população, a proliferação de espécies exóticas invasoras, revela-se uma ameaça à biodiversidade e recursos naturais nativos, não sendo estas naturalmente adaptadas às condições locais, necessitando, por exemplo, de maiores quantidades de água ou nutrientes para sobreviver. Pelo contrário, as espécies autóctones estão naturalmente adaptadas às condições climáticas e de recursos naturais locais. Ao recorrer às espécies de flora nativa, reforça-se a biodiversidade local, controla-se a disseminação de espécies invasoras exóticas, promovendo-se também a preservação da fauna local, tornando possível aumentar a eficiência da utilização do solo e da água. Estas ações levam ao aumento da resiliência do ecossistema natural e dos seus serviços ecológicos. Esta medida visa assim, um conjunto de ações que permitam restabelecer o coberto vegetal natural dos espaços verdes através da plantação de espécies autóctones e/ou substituição do coberto existente por espécies autóctones.",Comments,Esta meta tem como objetivos:-Promover a biodiversidade local; -Aumentar a resiliência dos ecossistemas locais; -Aumentar a variedade e quantidade de espécies autóctones; -Reduzir a necessidade de manutenção dos espaços verdes urbanos; -Reduzir as necessidades hídricas relacionadas com os espaços verdes urbanos.,5,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 2,Mapeamento dos fenómenos climatológicos à escala local,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Nesta meta, realizar-se-á a elaboração da carta de suscetibilidade às alterações climáticas, elaboração do plano de medidas de planeamento de emergência para fenómenos extremos e implementação das medidas de planeamento de emergência para fenómenos extremos.",Comments,"Com esta meta pretende-se em longo prazo (2030):•Divulgar informação à população, com maior antecedência, sobre a possibilidade de ocorrência de fenómenos climáticos adversos;• Preparar antecipadamente os meios de resposta necessários à ocorrência de impactos e consequências esperados;• Prevenir e reduzir o risco associado aos fenómenos climáticos;• Identificar zonas de risco e de localização de população mais vulnerável à ocorrência de fenómenos climático.",6,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 4,"Promoção do aumento e diversificação dos espaços verdes, incluindo jardins verticais e telhados ajardinados",More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Criação de espaços verdes, Implementação de jardins verticais e telhados ajardinados em edifícios municipais.",Comments,"Com esta meta pretende-se:• Aumentar a área de espaços arborizados;• Melhorar o conforto térmico das áreas urbanas/espaços público;• Promover a adoção de práticas de construção, planeamento e gestão do território mais sustentáveis;• Melhorar o conforto térmico dos edifícios;• Diminuir o consumo energético, diminuir as perdas de calor no inverno e diminuir os ganhos de calor no verão;• Diminuir a dependência energética;• Melhorar o conforto térmico das áreas urbanas (dos espaços públicos e dos edifícios);• Promover a adoção de comportamento ambientalmente mais consciente;• Aumentar a área permeável do território;• Diminuir o consumo energético;• Melhoria do conforto térmico dos edifícios municipais.Desta forma, a criação, reabilitação e preservação de espaços verdes permite aumentar a biodiversidade, promover os serviços dos ecossistemas bem como melhorar a qualidade de vida da comunidade.",7,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 15,Promover a implementação de sistemas de aproveitamento de águas pluviais em edifícios,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"O impacte das alterações climáticas intensificará o problema de escassez de recursos hídricos. A alteração dos padrões da precipitação média anual, causará uma diminuição da disponibilidade dos recursos disponíveis. Por outro lado, a qualidade dos mesmos recursos será afetada devido à intensificação dos fenómenos de precipitação extrema. Deste modo, esta diminuição em qualidade ou quantidade em diferentes alturas do ano, demonstra a urgência para uma gestão sustentável dos recursos hídricos, nomeadamente na poupança de água. A reutilização da água de diferentes proveniências constitui uma componente estratégica fulcral com vista à sustentabilidade dos recursos. Um planeamento deficiente poderá resultar em consequências nefastas, não só do ponto de vista ambiental, mas também social, económico e para a saúde",Comments,"Esta medida pretende-se criar um plano de promoção de sistemas de aproveitamento de águas pluviais em edifícios, por forma a otimizar a utilização dos recursos hídricos, em que as águas pluviais são tratadas e utilizadas em diferentes usos que resultem em benefícios ambientais e socioecónomicos, promovendo um sistema de economia circular.Objetivos:-Promover o uso eficiente da água no município;-Contribuir para minimizar os riscos de escassez hídrica;-Melhorar a eficiência de utilização da água no município;-Eliminar os desperdícios de água e reduzir a níveis ótimos as perdas de águas nos sistemas públicos de abastecimento.",8,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 1,Criação de mapa com identificação de áreas de risco.,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"A criação de mapa com identificação de áreas de risco, passa pela definição dos riscos a incluir no sistema, identificação das áreas de risco à escala concelhia e elaboração, disponibilização e gestão da informação em plataforma eletrónica, com o objetivo de informar a população sobre as áreas de risco, prevenir e reduzir o risco associado aos fenómenos climáticos, identificar zonas de risco e de localização de população mais vulnerável à ocorrência de fenómenos climáticos.",Comments,"A criação desse mapa, acaba por abranger todas os perigos climáticos detetados no município, em que é, o começo de tudo para as metas elencadas no Plano Municipal de Adaptação às Alterações Climáticas, pois, hoje em dia todas as exigências do governo Superior tem que passar pela sensibilização da população, dando conhecimento dos factos, informação, para assim ser mais fácil agir no terreno com mais rapidez de resposta. O Município de Valongo tem vindo a apostar nas escolas com atividades em formato de jogos de dados em grande escala com perguntas sobre as alterações climáticas. Os resultados têm sido excelentes, pois as crianças levam o que aprendem para suas casas.Assim, torna-se essencial desenvolver ferramentas de consciencialização dos cidadãos, dotando-os de meios e informação que lhes permita não só compreender a problemática, atuar ao encontro desta no seu campo de ação, mas também alertar para comportamentos erróneos e situações de risco. Esta medida visa a criação de um mapa com a identificação de áreas de risco (cheias e inundações, incêndios, ondas de calor, entre outros), recorrendo ao mapeamento e georreferenciação, a disponibilização e gestão da informação obtida, em plataforma eletrónica integrada. A informação reunida deverá ser acessível à população e diferentes entidades por forma a permitir um melhor planeamento, assim como apoiar a tomada de decisão.",9,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 17,Definição de estratégias que visem o aproveitamento da biomassa - Elaboração do plano estratégico de diagnóstico e valorização da biomassa florestal.,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"A floresta é um dos principais recursos naturais renováveis do nosso país. Quando a sua gestão e exploração é efetuada de forma sustentável, a floresta garante inúmeras funções e recursos, produzindo bens e serviços de valor inestimável para a sociedade. Uma vez que os espaços florestais ocupam uma vasta área territorial, constituem um valioso suporte para a conservação do solo e da água, bem como de diversos habitats de inúmeras espécies protegidas. Para além disso, estes ecossistemas têm enorme valor paisagístico proporcionando os locais de recreio e lazer. Como é sabido, os incêndios florestais são um problema atual com tendência para intensificar-se. Ora, perante esta situação, e sabendo que a acumulação de biomassa lenhosa nas áreas florestais e na paisagem é um dos fatores que contribuiu fortemente para o aumento progressivo do risco de incêndio, a valorização desta biomassa para produção de energia pode ser uma solução viável. Assim, esta medida visa a valorização económica da biomassa florestal através da instalação de sistemas para a recolha e armazenagem intercalar da biomassa sobrante das atividades florestais e agrícolas em zonas rurais. Desta forma será possível minimizar os impactes ambientais decorrentes da deficitária gestão dos recursos naturais e dependência energética, contribuindo para a produção de energia renovável. Por outro lado, esta ação constitui uma medida de defesa e proteção da floresta e ordenamento do território, uma vez que contribui para a prevenção e redução do risco de incêndios.",Comments,Esta meta tem como objetivos:-Aumento da produtividade florestal;-Diminuição da dependência nacional de combustíveis fósseis; -Incentivo à gestão das áreas florestais.,10,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 12,Integração de medidas e estratégias de adaptação às alterações climáticas em PMOT e regulamentos municipais,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Integração de opções de adaptação às alterações climáticas nos Instrumentos de Gestão Territorial (IGT),Comments,"Esta medida visa a revisão dos Instrumentos de Gestão Territorial (IGT) para implementação das ações nestes instrumentos. Assim podemos:•Prevenir e reduzir o risco associado aos eventos climáticos;• Minimizar os efeitos dos eventos climáticos adversos na população, biodiversidade e infraestruturas;• Regulamentar a transformação/uso do solo de acordo com as opções de adaptação climáticas.",11,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 5,Implementação de hortas urbanas no Município de Valongo - Disponibilização de talhões para agricultura biológica e compostagem caseira,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Esta medida visa disponibilizar espaços devolutos, a interessados em ter um talhão de terra para a prática de Agricultura Biológica, valorizado como sistema agrícola que fornece ao cidadão alimentos frescos, saborosos e saudáveis, enquanto respeita os ciclos de vida naturais do solo e dos ecossistemas, aproveitando os recursos naturais e promovendo a preservação do meio envolvente, através de aplicação de boas práticas agrícolas e compostagem.",Comments,"Esta meta tem como objetivos:-Criar áreas produtivas, em termos alimentares, complementada com o tratamento local de bio-resíduos (compostagem), com uma vertente mais inovadora e inclusiva;-Alargar a rede de hortas urbanas no município e interligar diferentes agentes da sociedade (Lipor, município associado, escolas, cidadãos urbanos e outros) com uma abordagem comum;-Promover uma política alimentar que ajude a resolver os problemas alimentares (quantidade e qualidade);-Promover práticas sustentáveis de produção agrícola local, em modo biológico, em contexto urbano.",12,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 19,"Implementação de estratégias que visam a redução do perigo de incêndio, tais como, a gestão de combustível à escala da paisagem, recorrendo, entre outros, à silvopastorícia .",More details,Climate hazards addressed,Description of metric/indicator used to track goal,"A floresta é um dos principais recursos naturais renováveis do nosso país. Quando a sua gestão e exploração é efetuada de forma sustentável, a floresta garante inúmeras funções e recursos, produzindo bens e serviços de valor inestimável para a sociedade. Uma vez que os espaços florestais ocupam uma vasta área territorial, constituem um valioso suporte para a conservação do solo e da água, bem como de diversos habitats de inúmeras espécies protegidas. Como é conhecido, durante os últimos anos, Portugal tem sido um território fortemente afetado pelos incêndios florestais, que combinado com a desflorestação, constituem um risco elevado para a fauna e flora florestal. Considerando os cenários climáticos futuros, prevê-se a intensificação destes riscos. Assim, com vista à diminuição do risco de incêndio, esta medida viva definir e implementar estratégias integradas gestão de combustível à escala da paisagem recorrendo à silvopastorícia. A silvopastorícia surge como prática para minimizar os riscos de incêndios, com o objetivo da gestão do combustível através do pastoreio. A introdução de efetivos pecuários respeitando certas regras e períodos de tempo, em determinadas épocas do seu desenvolvimento, para além de reduzir a biomassa florestal, reduzindo assim o risco de incêndio, possui resultados positivos tanto para a vegetação como para os animais e para os seus donos.",Comments,Esta meta mtem como objetivos:-Aumentar a resiliência do território aos incêndios florestais;-Reduzir a incidência dos incêndios.,13,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826427,en,Municipality of Valongo,Adaptation goal 8,Implementação de uma estratégia municipal para a requalificação das linhas de água,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Elaboração do plano estratégico de valorização e requalificação das linhas de água do território municipal, elaboração de plano de conservação da rede hidrográfica, elaboração de plano de limpeza e desobstrução das linhas de água e reabilitação, manutenção e valorização de galerias ripícolas.",Comments,"Com esta meta pretende-se:•Definição da estratégia, ações e medidas no âmbito do plano estratégico de valorização e requalificação das linhas de água do território municipal;•Planeamento de medidas e ações no âmbito do projeto de restabelecimento das condições de drenagem de ribeiras;•Prevenir e reduzir o risco de cheias urbanas;• Melhoria da qualidade da água para os diferentes usos.",14,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
46470,en,Municipality of Vitoria-Gasteiz,Adaptation goal 1,"Reducir el número y los daños provocados por las inundaciones, desarrollando obras de mejora y acondicionamiento hidráulico que reduzcan la mancha de inundabilidad asociada a eventos extremos y, al mismo tiempo, mejoren el estado ecológico de las masas de agua y el aprovechamiento sostenible del recurso del agua.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,Reducción del número de situaciones que provocan el desbordamiento de los arroyos al sur de la ciudad que provocan inundaciones fluviales en la zona residencial cercana al curso de esos arroyos. Reducción del número de situaciones que provocan el desbordamiento del río Zadorra al norte de la ciudad y que afectan fundamentalmente a a zonas industriales. Reducción del número de personas expuestas a inundaciones. Reducción del número de bienes inmuebles expuestos a inundaciones,Comments,"La reducción de las inundaciones en el área de Vitoria-Gasteiz es un objetivo asumido también desde el gobierno regional y la Agencia Vasca del Agua (URA), así como por el gobierno estatal. De hecho, ambas administraciones financian y/o ejecutan obras de defensa contra las inundaciones en los arroyos y el cauce principal (río Zadorra).",1,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
46470,en,Municipality of Vitoria-Gasteiz,Adaptation goal 2,"Reducir el riesgo asociado a las actividades agropecuarias mediante la alineación de las políticas/programas/planes del ámbito rural a los posibles efectos del cambio climático, el apoyo de la agricultura y ganadería local y el fortalecimiento de la capacidad de adaptación de los productores locales.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,Número de buenas prácticas difundidas para la capacitación de técnicas de cultivos y de riego adaptadas a las condiciones de sequía. Volumen de aguas residuales regeneradas utilizadas en riego de cultivos. Número de actuaciones de mejora del abastecimiento y saneamiento en los núcleos rurales. Número de actuaciones de mejora de la eficiencia de los sistemas de riego. Porcentaje de establecimientos que corresponden a la rama de actividad agricultura y ganadería con relación al número total de establecimientos del municipio.,Comments,"Se prevén acciones como la elaboración de un estudio que evalúe las demandas de riego actuales y futuras frente a los escenarios de cambio climático, la realización de campañas de sensibilización para reducir el consumo de agua en parcelas agrícolas, así como la instalación de parcelas demostrativas con cultivo adaptados al cambio climático y sistemas de riego avanzados.",2,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
46470,en,Municipality of Vitoria-Gasteiz,Adaptation goal 5,"Mejorar el conocimiento sobre los escenarios de cambio climático de vientos extremos con el fin de evaluar los impactos con una mayor precisión, establecer las medidas de adaptación y reducir las incidencias asociadas.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Riesgo de vientos extremos sobre el medio urbano, rural y salud de la población. Número de daños físicos en la infraestructura ligera productiva y las edificaciones rurales por caída de objetos. Número de daños físicos en edificaciones y en el espacio público por caída de objetos. Número de daños físicos en la población por caída de objetos",Comments,"Ligero aumento de la probabilidad de ocurrencia en el periodo 2011-2040, tanto en la intensidad como en la frecuencia de las rachas de viento. Niveles de riesgo alto en el medio rural, espacio público y salud.",4,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
46470,en,Municipality of Vitoria-Gasteiz,Adaptation goal 4,"Garantizar el confort térmico, así como el acceso a las zonas de confort durante los episodios de temperaturas extremas, con el reto de reducir la morbilidad y mortalidad en el Municipio.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,Reducción de la morbilidad y la mortalidad causadas por las temperaturas extremadamente altas y por las olas de calor. Número de días por ola de calor. Evolución de la tasa de dependencia infantil y de mayores. Proximidad de la población a los servicios básicos. Incremento de la superficie de zonas verdes versus suelo edificado. Relación entre el número de viviendas de más de 50 años de antigüedad y el total de viviendas. www.vitoria-gasteiz.org/cuidadocalor,Comments,"Se van a iniciar acciones para que las personas residentes puedan afrontar los eventos de temperaturas extremas en el territorio urbano, por ejemplo diseñando una red de itinerarios confortables para el acceso a refugios climáticos, favoreciendo la resiliencia de las personas frente a los episodios de temperaturas extremas. Esta acción formará parte del Plan / Protocolo Municipal de Actuación frente a las temperaturas extremas y las olas de calor que se está elaborando. Se adjunta enlace a la Web municipal donde se recoge la Recomendaciones del Ayuntamiento ante el aviso de temperaturas elevadas.https://www.vitoria-gasteiz.org/wb021/was/contenidoAction.do?idioma=es&uid=u_383bb72c_155765089e6__7fbb&id=",5,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
46470,en,Municipality of Vitoria-Gasteiz,Adaptation goal 3,"Garantizar la funcionalidad territorial y urbana del municipio, reduciendo las disrupciones en movilidad a través del incremento de la resiliencia de las infraestructuras de drenaje y la planificación sostenible del territorio.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,Reducción de la superficie inundable por inundaciones pluvialesDensidad de poblaciónCompacidad sueloSuperficie de parques urbanos vs el suelo edificadoRenta familiar mediaLongitud de carriles bici,Comments,"Incrementar la resiliencia del medio urbano a través de la dotación de herramientas y políticas abordables desde la escala local, que den respuesta a la situación climática actual y futura del territorio, con especial incidencia en la gestión sostenible del agua de lluvia.",6,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50678,en,Municipality of Évora,Adaptation goal 1,Diminuir o consumo de água da rede pública em 120.000 m3/ano,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"O projeto LIFE Água de Prata (LIFE17 CCA/PT/000076) visa promover a adaptação estrutural dos espaços verdes urbanos do Município às alterações climáticas, nomeadamente através da utilização da água de nascentes para a irrigação de espaços verdes urbanos, bem como da realização de trabalhos que permitam a (re)utilização do Aqueduto da Água da Prata, integrado num sistema piloto de distribuição e armazenamento da água. Entre os diversos trabalhos previstos, destacam-se a limpeza e restauro do Aqueduto para que possa voltar a assegurar a sua função de transportar água até à cidade de Évora, a limpeza e reabilitação das estações de bombagem e poços da Graça do Divor e a construção de um reservatório de água em S. Bento com capacidade para 1.000 m3 que permitirá regularizar o caudal da água e pressurizar o sistema de rega. Estes trabalhos permitirão captar, armazenar e distribuir a água proveniente das nascentes do Divor, diminuindo assim a dependência da água tratada da rede pública na rega dos espaços verdes. Esta água poderá ser utilizada na rega de 20,3 ha de espaços verdes urbanos, o que equivale a cerca de 50% dos espaços verdes da cidade (municipais) e corresponderá à poupança de aproximadamente 120.000m3/ano de água da rede pública.Este projeto prevê ainda a plantação de árvores e arbustos de espécies nativas ou naturalizadas ao longo do troço urbano da Ribeira da Torregela, recorrendo a soluções inteligentes de rega, com o objetivo de consolidar as margens da Ribeira, controlar a erosão e promover a infiltração da água, diminuindo o risco de cheias e inundações urbanas, por outro lado, visa aumentar a área de ensombramento, criando condições microclimáticas que beneficiarão, tanto os moradores como a biodiversidade urbana associada à área ribeirinha. Este empreendimento representa ainda um importante contributo para a \'descarbonização\' da cidade, uma vez que o fornecimento da água será feito de forma gravítica, reduzindo assim o consumo de energia e as correspondentes emissões de dióxido de carbono (CO2) em cerca de 2,16 tCO2/ano.",Comments,NULL,1,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50678,en,Municipality of Évora,Adaptation goal 3,Plano de Gestão e Conservação das Linhas de Água do Município de Évora,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"O Plano de gestão e Conservação das Linhas de Água do Município de Évora , em elaboração, abrange diferentes objetivos ao nível da conservação e gestão dos troços da rede hidrográfica do Concelho que se encontram no domínio público municipal, nomeadamente pretende:•Sistematizar e calendarizar o conjunto de ações de limpeza e manutenção das linhas de água localizadas no domínio público municipal, regularmente levadas a cabo pelos serviços municipais que visam assegurar as condições de escoamento dos caudais líquidos e sólidos, em situações hidrológicas normais e extremas, de forma a reduzir o risco de cheias e/ou inundações urbanas;•Melhorar o estado ecológico das linhas de água no domínio público municipal, de modo promover a biodiversidade urbana e a conetividade ecológica dentro da área urbana e entre o meio urbano e o meio rural, através da implementação de ações de renaturalização com vista ao restauro de galerias ripícolas, utilizando espécies nativas adaptadas ao local e, sempre que possível, tirando partido do banco de sementes existente no solo;•Controlar a proliferação de espécies invasoras;•Implementar Soluções de Base Natural, como a construção de estruturas do tipo “leito de percolação”, promotoras da oxigenação da água e pequenas lagoas com macrófitas aquáticas, reconhecidas pelas suas capacidades de depuração da água, nos pontos de descarga da rede pluvial, de forma a atenuar os efeitos das descargas clandestinas de águas contaminadas e das chamadas águas residuais pluviais, resultantes da lavagem dos pavimentos das áreas habitacionais e industriais.",Comments,NULL,2,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
2025001,en,Province of Las Palmas de Gran Canaria,Adaptation goal 1,"Impulsar un modelo energético bajo en emisiones e inclusivo, incentivando la eficiencia energética y la integración de criterios bioclimáticos en la edificación. Aumentar la eficiencia del sistema de desalación, depuración y distribución del agua.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,Proyectos de actuación ejecutados\nNivel medio de eficiencia energética en la edificación\nEnergía primaria consumida de origen renovable y autóctono\nEnergía final consumida de origen renovable\nNivel medio de eficiencia energética en la edificación\nNúmero de campañas anuales de fomento puestas en marcha\nSuperficie anual de placas solares fotovoltaicas de autoconsumo\nNivel medio de eficiencia energética en la edificación\nPorcentaje de criterios de adaptación aplicados en los futuros desarrollos y modificaciones urbanísticas\nIslas de calor en áreas urbanas\nNúmero de elementos patrimoniales mapeados con la consideración de sensibles o críticos antes los efectos del Cambio Climático\nHm3 de Agua recuperada\n,Comments,NULL,1,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50678,en,Municipality of Évora,Adaptation goal 2,Adaptação da Infraestrutura Verde urbana do Município às Alterações Climáticas (atualmente em curso),More details,Climate hazards addressed,Description of metric/indicator used to track goal,"A adaptação da Infraestrutura Verde Urbana do Município às Alterações Climáticas assenta na implementação de uma série de ações articuladas que apesar de integradas em diferentes planos e projetos em curso, fazem parte de uma estratégia única que visa aumentar a resiliência de Évora às alterações climáticas: - Aumento da área dedicada a infraestruturas verdes e azuis (parques e jardins; praças e arruamentos arborizados; linhas de água e vegetação ripícola; coberturas, paredes e varandas verdes; hortas urbanas; etc.). A seleção da localização destas áreas pretende potenciar a conetividade da Infraestrutura Verde Urbana como um todo, nomeadamente através da criação de corredores ecológicos;- Substituição progressiva de plantas espécies exóticas por espécies nativas ou naturalizadas melhor adaptadas às condições edafoclimáticas da região e por isso mesmo com menores necessidades hídricas;- Conversão gradual de parte das áreas relvadas regadas em prados de sequeiro biodiversos e, sempre que possível, plantação de árvores nos relvados remanescentes, de forma a aumentar a área de ensombramento e assim diminuir o a quantidade de água necessária para manter estas áreas em bom estado. A seleção das áreas a converter obedece a critérios bem definidos, como o tipo de utilização das mesmas (numa primeira fase serão convertidas as áreas regadas que tem sobretudo uma função cénica e de enquadramento), existência ou não de pontos de água, etc.; - Substituição dos sistemas de rega tradicionais por sistemas inteligentes (tecnologia de comunicação LoRa) que permitem reduzir significativamente o consumo de água;- Utilização preferencial de água não tratada para rega dos espaços verdes municipais (LIFE Água da Prata); - Melhoraria do estado ecológico das linhas de água no domínio público municipal, de modo a promover a biodiversidade urbana e a conetividade ecológica dentro da área urbana e entre o meio urbano e o meio rural, através da implementação de ações de renaturalização com vista ao restauro de galerias ripícolas, utilizando espécies nativas adaptadas ao local e, sempre que possível, tirando partido do banco de sementes existente no solo;- Ao longo de todo o processo está prevista a realização de ações com o objetivo de envolver a população do município, bem como a disponibilização, em vários formatos, de informação relativa ao mesmo.",Comments,NULL,3,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50678,en,Municipality of Évora,Adaptation goal 4,Poupança de 40.000 m³ de água por ano através da implementação do sistema de recuperação das águas de transbordo nas piscinas municipais.,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"A implementação do sistema de recuperação das águas de transbordo nas piscinas municipais visa o reaproveitamento da água utilizada nos tanques de natação das Piscinas Municipais, permitindo uma poupança de 40.000 m³ de água, enquanto simultaneamente assegura que esta infraestrutura municipal possui as mais modernas condições de higiene e salubridade.",Comments,NULL,5,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
2025003,en,Province of Granada,NULL,"Fortalecer la capacidad de adaptación de los sectores más vulnerables y reducir los riesgos derivados del cambio climático a través de un enfoque integral de gestión y adaptación a nivel local y regional, alineado con la estrategia nacional y europea.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,NULL,Comments,NULL,1,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
