Id,Signatory,Adaptation_GoalId,Climate_Hazard,Language
73054,Venetia Region,Adaptation goal 4,Extreme heat,en
73054,Venetia Region,Adaptation goal 4,Storm,en
73054,Venetia Region,Adaptation goal 4,Fire weather (risk of wildfires),en
73054,Venetia Region,Adaptation goal 4,Coastal flooding (incl. sea level rise),en
73054,Venetia Region,Adaptation goal 4,Heat stress,en
73054,Venetia Region,Adaptation goal 4,Loss of green space/green cover,en
73054,Venetia Region,Adaptation goal 4,Drought,en
826396,Municipality of Sintra,Adaptation goal 4,Storm,en
826396,Municipality of Sintra,Adaptation goal 4,Urban flooding,en
826396,Municipality of Sintra,Adaptation goal 4,Fire weather (risk of wildfires),en
826396,Municipality of Sintra,Adaptation goal 4,Coastal flooding (incl. sea level rise),en
826396,Municipality of Sintra,Adaptation goal 4,Extreme wind,en
826396,Municipality of Sintra,Adaptation goal 8,Storm,en
826396,Municipality of Sintra,Adaptation goal 8,Urban flooding,en
826396,Municipality of Sintra,Adaptation goal 8,Fire weather (risk of wildfires),en
826396,Municipality of Sintra,Adaptation goal 8,Mass movement,en
826396,Municipality of Sintra,Adaptation goal 8,Coastal flooding (incl. sea level rise),en
826396,Municipality of Sintra,Adaptation goal 8,Heavy precipitation,en
826396,Municipality of Sintra,Adaptation goal 8,Extreme wind,en
826396,Municipality of Sintra,Adaptation goal 8,Extreme heat,en
826396,Municipality of Sintra,Adaptation goal 5,Storm,en
826396,Municipality of Sintra,Adaptation goal 5,Urban flooding,en
826396,Municipality of Sintra,Adaptation goal 5,Coastal flooding (incl. sea level rise),en
826396,Municipality of Sintra,Adaptation goal 5,River flooding,en
826396,Municipality of Sintra,Adaptation goal 5,Water stress,en
826396,Municipality of Sintra,Adaptation goal 5,Heavy precipitation,en
826396,Municipality of Sintra,Adaptation goal 5,Increased water demand,en
826396,Municipality of Sintra,Adaptation goal 5,Loss of green space/green cover,en
826396,Municipality of Sintra,Adaptation goal 5,Drought,en
826396,Municipality of Sintra,Adaptation goal 1,Soil degradation/erosion,en
826396,Municipality of Sintra,Adaptation goal 1,Storm,en
826396,Municipality of Sintra,Adaptation goal 1,Biodiversity loss,en
826396,Municipality of Sintra,Adaptation goal 1,Fire weather (risk of wildfires),en
826396,Municipality of Sintra,Adaptation goal 1,Water stress,en
826396,Municipality of Sintra,Adaptation goal 1,Extreme heat,en
826396,Municipality of Sintra,Adaptation goal 1,Drought,en
19233,Municipality of Torres Vedras,Adaptation goal 1,Coastal flooding (incl. sea level rise),en
19233,Municipality of Torres Vedras,Adaptation goal 1,Mass movement,en
19233,Municipality of Torres Vedras,Adaptation goal 2,Urban flooding,en
19233,Municipality of Torres Vedras,Adaptation goal 2,River flooding,en
19233,Municipality of Torres Vedras,Adaptation goal 2,Heavy precipitation,en
19233,Municipality of Torres Vedras,Adaptation goal 3,Heat stress,en
19233,Municipality of Torres Vedras,Adaptation goal 3,Extreme heat,en
19233,Municipality of Torres Vedras,Adaptation goal 4,Water stress,en
19233,Municipality of Torres Vedras,Adaptation goal 4,Increased water demand,en
19233,Municipality of Torres Vedras,Adaptation goal 5,Urban flooding,en
19233,Municipality of Torres Vedras,Adaptation goal 5,River flooding,en
19233,Municipality of Torres Vedras,Adaptation goal 5,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 8,Soil degradation/erosion,en
826427,Municipality of Valongo,Adaptation goal 8,Biodiversity loss,en
826427,Municipality of Valongo,Adaptation goal 8,River flooding,en
826427,Municipality of Valongo,Adaptation goal 8,Mass movement,en
826427,Municipality of Valongo,Adaptation goal 8,Water stress,en
826427,Municipality of Valongo,Adaptation goal 10,Heat stress,en
826427,Municipality of Valongo,Adaptation goal 10,Increased water demand,en
826427,Municipality of Valongo,Adaptation goal 10,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 16,Extreme cold,en
826427,Municipality of Valongo,Adaptation goal 16,Heat stress,en
826427,Municipality of Valongo,Adaptation goal 16,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 18,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 18,Extreme wind,en
826427,Municipality of Valongo,Adaptation goal 18,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 3,Urban flooding,en
826427,Municipality of Valongo,Adaptation goal 3,Water stress,en
826427,Municipality of Valongo,Adaptation goal 3,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 3,Other forms of climate-induced landscape shift/degradation,en
826427,Municipality of Valongo,Adaptation goal 3,Increased water demand,en
826427,Municipality of Valongo,Adaptation goal 2,Snow and ice,en
826427,Municipality of Valongo,Adaptation goal 2,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 2,Extreme wind,en
826427,Municipality of Valongo,Adaptation goal 2,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 4,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 4,Extreme wind,en
826427,Municipality of Valongo,Adaptation goal 4,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 15,Water stress,en
826427,Municipality of Valongo,Adaptation goal 15,Increased water demand,en
826427,Municipality of Valongo,Adaptation goal 1,Biodiversity loss,en
826427,Municipality of Valongo,Adaptation goal 1,Mass movement,en
826427,Municipality of Valongo,Adaptation goal 1,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 1,Extreme wind,en
826427,Municipality of Valongo,Adaptation goal 1,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 17,Soil degradation/erosion,en
826427,Municipality of Valongo,Adaptation goal 17,Biodiversity loss,en
826427,Municipality of Valongo,Adaptation goal 17,Fire weather (risk of wildfires),en
826427,Municipality of Valongo,Adaptation goal 17,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 17,Extreme wind,en
826427,Municipality of Valongo,Adaptation goal 17,Loss of green space/green cover,en
826427,Municipality of Valongo,Adaptation goal 12,Snow and ice,en
826427,Municipality of Valongo,Adaptation goal 12,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 12,Extreme wind,en
826427,Municipality of Valongo,Adaptation goal 12,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 5,"Other, please specify",en
826427,Municipality of Valongo,Adaptation goal 19,Soil degradation/erosion,en
826427,Municipality of Valongo,Adaptation goal 19,Biodiversity loss,en
826427,Municipality of Valongo,Adaptation goal 19,Fire weather (risk of wildfires),en
826427,Municipality of Valongo,Adaptation goal 19,Water stress,en
826427,Municipality of Valongo,Adaptation goal 19,Extreme heat,en
826427,Municipality of Valongo,Adaptation goal 8,Heavy precipitation,en
826427,Municipality of Valongo,Adaptation goal 8,Extreme wind,en
46470,Municipality of Vitoria-Gasteiz,Adaptation goal 1,River flooding,en
46470,Municipality of Vitoria-Gasteiz,Adaptation goal 2,Water stress,en
46470,Municipality of Vitoria-Gasteiz,Adaptation goal 2,Drought,en
46470,Municipality of Vitoria-Gasteiz,Adaptation goal 5,Extreme wind,en
46470,Municipality of Vitoria-Gasteiz,Adaptation goal 4,Heat stress,en
46470,Municipality of Vitoria-Gasteiz,Adaptation goal 4,Extreme heat,en
46470,Municipality of Vitoria-Gasteiz,Adaptation goal 3,Urban flooding,en
50678,Municipality of Évora,Adaptation goal 1,Heat stress,en
50678,Municipality of Évora,Adaptation goal 1,Drought,en
50678,Municipality of Évora,Adaptation goal 3,Biodiversity loss,en
50678,Municipality of Évora,Adaptation goal 3,Urban flooding,en
50678,Municipality of Évora,Adaptation goal 3,Heavy precipitation,en
50678,Municipality of Évora,Adaptation goal 3,Loss of green space/green cover,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 1,Urban flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 1,Coastal flooding (incl. sea level rise),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 1,River flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 1,Heat stress,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 1,Heavy precipitation,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 1,Extreme heat,en
50678,Municipality of Évora,Adaptation goal 2,Biodiversity loss,en
50678,Municipality of Évora,Adaptation goal 2,Loss of green space/green cover,en
50678,Municipality of Évora,Adaptation goal 2,Urban flooding,en
50678,Municipality of Évora,Adaptation goal 2,Water stress,en
50678,Municipality of Évora,Adaptation goal 2,Heat stress,en
50678,Municipality of Évora,Adaptation goal 2,Heavy precipitation,en
50678,Municipality of Évora,Adaptation goal 2,Extreme heat,en
50678,Municipality of Évora,Adaptation goal 2,Drought,en
50678,Municipality of Évora,Adaptation goal 4,Water stress,en
50678,Municipality of Évora,Adaptation goal 4,Drought,en
2025003,Province of Granada,NULL,Biodiversity loss,en
2025003,Province of Granada,NULL,Fire weather (risk of wildfires),en
2025003,Province of Granada,NULL,Urban flooding,en
2025003,Province of Granada,NULL,Heat stress,en
2025003,Province of Granada,NULL,Drought,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 2,Soil degradation/erosion,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 2,Urban flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 2,Coastal flooding (incl. sea level rise),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 2,River flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 2,Heavy precipitation,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 2,Extreme heat,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 2,Loss of green space/green cover,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,Biodiversity loss,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,Urban flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,Coastal flooding (incl. sea level rise),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,River flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,Water stress,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,Heavy precipitation,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,Extreme heat,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 3,Drought,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 4,Biodiversity loss,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 4,Fire weather (risk of wildfires),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 4,River flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 4,Water stress,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 4,Heavy precipitation,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 4,Extreme heat,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 4,Drought,en
74673,İzmir Metropolitan Municipality,Adaptation goal 1,Urban flooding,en
74673,İzmir Metropolitan Municipality,Adaptation goal 1,Extreme cold,en
74673,İzmir Metropolitan Municipality,Adaptation goal 1,River flooding,en
74673,İzmir Metropolitan Municipality,Adaptation goal 1,Heavy precipitation,en
74673,İzmir Metropolitan Municipality,Adaptation goal 1,Extreme heat,en
74673,İzmir Metropolitan Municipality,Adaptation goal 1,Drought,en
74673,İzmir Metropolitan Municipality,Adaptation goal 2,Fire weather (risk of wildfires),en
74673,İzmir Metropolitan Municipality,Adaptation goal 2,Extreme heat,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Biodiversity loss,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Soil degradation/erosion,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Urban flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Extreme cold,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,River flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Mass movement,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Water stress,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Infectious disease,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Other forms of climate-induced landscape shift/degradation,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Heavy precipitation,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Increased water demand,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Other coastal events,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Extreme heat,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Storm,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Fire weather (risk of wildfires),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Coastal flooding (incl. sea level rise),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Heat stress,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Oceanic events,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Extreme wind,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Loss of green space/green cover,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 5,Drought,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 6,Biodiversity loss,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 6,Fire weather (risk of wildfires),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 6,Coastal flooding (incl. sea level rise),en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 6,River flooding,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 6,Water stress,en
2025001,Province of Las Palmas de Gran Canaria,Adaptation goal 6,Heavy precipitation,en
