Id,Language,Signatory,Climate_Action_Plan_Id,Type,Description,Approval_Year,End_Year,Name_Of_Plan_And_Hyperlink,Attachment,Order,Sectors_Introduction,Year_Of_Approval_Label,End_Year_Of_Plan_Label,Further_Information_Link_Text,Explore_Plan_Link_Text
55334,en,Municipality of Braga,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","Os cenários relacionados ao clima desempenham um papel fundamental na construção da consistência e relevância do Plano de Ação Climática de Braga (PMAC-Braga). Ao considerar as projeções climáticas e os impactos esperados, o Município de Braga tem a capacidade de elaborar estratégias informadas que não apenas respondem aos desafios atuais, mas também se antecipam a futuras adversidades.\n\nA base do PMAC-Braga é construída a partir de uma análise detalhada dos riscos climáticos específicos que afetam a região, como ondas de calor, inundações, secas e eventos meteorológicos extremos. Essas análises são realizadas com o auxílio de modelos climáticos que projetam diferentes cenários futuros, permitindo identificar vulnerabilidades e priorizar ações de adaptação e mitigação. Por exemplo, as projeções indicam um aumento nas temperaturas médias e uma maior frequência de eventos climáticos extremos, o que torna essencial a implementação de medidas de resiliência nas infraestruturas urbanas e na gestão dos recursos hídricos.\n\nAlém disso, a consideração de cenários climáticos permitiu que o PMAC-Braga fosse alinhado com as metas nacionais e internacionais, como os Objetivos de Desenvolvimento Sustentável e os compromissos do Acordo de Paris. O plano não apenas define metas ambiciosas de redução de emissões de gases com efeito de estufa, mas também estabelece ações concretas para aumentar a capacidade de resposta da cidade aos impactos das mudanças climáticas.\n\nA utilização de cenários climáticos também contribui para a sensibilização da comunidade e para o envolvimento dos cidadãos. Ao comunicar claramente os riscos climáticos e as ações necessárias para mitigá-los, Braga fomenta uma maior participação pública e um senso de responsabilidade coletiva na luta contra as alterações climáticas.\n\nAssim, a análise de cenários climáticos não só fornece a base científica para as decisões do PMAC-Braga, mas também garante que o plano seja dinâmico e adaptável. Com esta abordagem, Braga posiciona-se como uma cidade proativa, preparada para enfrentar os desafios climáticos de forma eficaz e sustentável, promovendo um futuro resiliente e sustentável para todos os seus habitantes.",2023,2030,Plano Municipal de Ação Climática,plano_cascais_pelo_clima_final.pdf,1,"The Municipality of Braga possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Braga's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Braga's Climate Action Plan
50680,en,Municipality of Cascais,2,Integrated climate plan (addressing mitigation and energy),Climate-related scenarios weren't considered in the plan.,2020,2050,Cascais' Municipal Roadmap for Carbon Neutrality in 2050,relatorio_adaptacao_final_low_0.pdf,2,The Municipality of Cascais possesses an Integrated climate plan (addressing mitigation and energy) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Cascais's Integrated climate plan (addressing mitigation and energy),Explore Municipality of Cascais's Climate Action Plan
50680,en,Municipality of Cascais,3,Integrated climate plan (addressing mitigation and adaptation),"Cascais Strategic Plan for Climate Change had as basis the climate scenarios and socioeconomic scenarios specifically produced for Cascais. These scenarios informed the impact assessment estimated for the sectors health, water resources, biodiversity, agriculture, coastal areas, and tourism. Based upon this information, it was produced the strategy for mitigation and adaptation action.",2007,2050,Cascais Strategic Plan for Climate Change,plano_cascais_pelo_clima_final.pdf,3,The Municipality of Cascais possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Cascais's Integrated climate plan (addressing mitigation and adaptation),Explore Municipality of Cascais's Climate Action Plan
50680,en,Municipality of Cascais,4,Standalone adaptation plan,The Plan is supported by an assessment of the main climate impacts expected and climate projections. A more comprehensive assessment was previously held in Cascais strategic plan for climate change (2010).,2017,2030,Cascais' Climate Change Adaptation Action Plan,pmac_paesc_figueira_da_foz.pdf,4,The Municipality of Cascais possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Cascais's Standalone adaptation plan,Explore Municipality of Cascais's Climate Action Plan
50680,en,Municipality of Cascais,5,Integrated climate plan (addressing mitigation and energy),Climate-related scenarios weren't considered in the plan.,2017,2030,Cascais' Strategy for Sustainable Energy 2030,anexosEMAAC.pdf,5,The Municipality of Cascais possesses an Integrated climate plan (addressing mitigation and energy) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Cascais's Integrated climate plan (addressing mitigation and energy),Explore Municipality of Cascais's Climate Action Plan
826429,en,Municipality of Figueira da Foz,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","O Plano Municipal de Ação Climática integrou a informação da avaliação de riscos e vulnerabilidade definida na Estratégia Municipal de Adaptação às Alterações Climáticas da Figueira da Foz. Desta forma, a avaliação teve como base as projeções climáticas elaboradas com base em dois modelos regionalizados para a Europa pelo projeto CORDEX5 a partir de dois modelos globais: Modelo 1: SMHI-RCA4 (regional), a partir do MOHC-HadGEM2 (global) e Modelo 2: KNMI-RACMO22E (regional), a partir do ICHEC-EC-EARTH (global).\nA elaboração de projeções climáticas pressupõe a utilização de cenários de emissões de GEE como dados de entrada (inputs) nos modelos climáticos, designados por Representative Concentration Pathways (RCPs) (IPCC, 2013). Estes cenários representam possíveis evoluções socioeconómicas e respetivas emissões de GEE.\nA partir de uma concentração atual de CO2 que ronda as 400 ppm (partes por milhão) dois RCPs foram utilizados nesta estratégia:\n•RCP4.5: uma trajetória de aumento da concentração de CO2 atmosférico até 520 ppm em 2070, aumentando de forma mais lenta até ao final do século;\n•RCP8.5: uma trajetória de crescimento semelhante ao RCP4.5 até meio do século, seguida de um aumento rápido e acentuado, atingindo uma concentração de CO2 de 950 ppm no final do século.\nOs dados simulados a partir dos modelos climáticos são geralmente representados recorrendo a grelhas com uma resolução espacial associada à capacidade de cada modelo em representar adequadamente os variados fenómenos atmosféricos e as massas terrestres e oceânicas.\nNo caso dos modelos utilizados na estratégia esta representação foi de aproximadamente 11 km (0,11°). Foi selecionado um ponto da grelha dentro do município da Figueira da Foz para o qual foram obtidos os valores diários das seguintes variáveis climáticas:\n•Temperatura (máxima, média e mínima);\n•Precipitação (acumulada);\n•Velocidade do vento (máxima).\nDe forma a apoiar o desenvolvimento da EMAAC da Figueira da Foz, as projeções destas três variáveis foram analisadas até ao final do século, para os seus valores médios anuais e anomalias (potenciais alterações), relativamente ao clima atual.De forma a identificar as potenciais alterações (anomalias) projetadas entre o clima atual e futuro, todos os cálculos foram simulados para três períodos de trinta anos (normais climáticas):\n•1976-2005 (clima atual);\n•2041-2070 (médio-prazo);\n•2071-2100 (longo-prazo).",2024,2030,Nome: Plano Municipal de Ação Climática\nLink: https://www.cm-figfoz.pt/cmfigueiradafoz/uploads/writer_file/document/3919/pmac_paesc_figueira_da_foz.pdf,"Action_plan_Guimaraes_20230914.pdf,Guimarães_letter from Mission Manager and main outcomes of review.pdf,Investment_Plan_Guimaraes.pdf",1,"The Municipality of Figueira da Foz possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Figueira da Foz's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Figueira da Foz's Climate Action Plan
826429,en,Municipality of Figueira da Foz,2,Standalone adaptation plan,"A Estratégia Municipal de Adaptação às Alterações Climáticas da Figueira da Foz teve como base as projeções climáticas elaboradas com base em dois modelos regionalizados para a Europa pelo projeto CORDEX5 a partir de dois modelos globais: Modelo 1: SMHI-RCA4 (regional), a partir do MOHC-HadGEM2 (global) e Modelo 2: KNMI-RACMO22E (regional), a partir do ICHEC-EC-EARTH (global).\nA elaboração de projeções climáticas pressupõe a utilização de cenários de emissões de GEE como dados de entrada (inputs) nos modelos climáticos, designados por Representative Concentration Pathways (RCPs) (IPCC, 2013). Estes cenários representam possíveis evoluções socioeconómicas e respetivas emissões de GEE.\nA partir de uma concentração atual de CO2 que ronda as 400 ppm (partes por milhão) dois RCPs foram utilizados nesta estratégia:\n•RCP4.5: uma trajetória de aumento da concentração de CO2 atmosférico até 520 ppm em 2070, aumentando de forma mais lenta até ao final do século;\n•RCP8.5: uma trajetória de crescimento semelhante ao RCP4.5 até meio do século, seguida de um aumento rápido e acentuado, atingindo uma concentração de CO2 de 950 ppm no final do século.\nOs dados simulados a partir dos modelos climáticos são geralmente representados recorrendo a grelhas com uma resolução espacial associada à capacidade de cada modelo em representar adequadamente os variados fenómenos atmosféricos e as massas terrestres e oceânicas.\nNo caso dos modelos utilizados na estratégia esta representação foi de aproximadamente 11 km (0,11°). Foi selecionado um ponto da grelha dentro do município da Figueira da Foz para o qual foram obtidos os valores diários das seguintes variáveis climáticas:\n•Temperatura (máxima, média e mínima);\n•Precipitação (acumulada);\n•Velocidade do vento (máxima).\nDe forma a apoiar o desenvolvimento da EMAAC da Figueira da Foz, as projeções destas três variáveis foram analisadas até ao final do século, para os seus valores médios anuais e anomalias (potenciais alterações), relativamente ao clima atual.De forma a identificar as potenciais alterações (anomalias) projetadas entre o clima atual e futuro, todos os cálculos foram simulados para três períodos de trinta anos (normais climáticas):\n•1976-2005 (clima atual);\n•2041-2070 (médio-prazo);\n•2071-2100 (longo-prazo).",2016,2030,Nome: Estratégia Municipal de Adaptação às Alterações Climáticas\nLink: https://www.cm-figfoz.pt/cmfigueiradafoz/uploads/writer_file/document/192/estrategia_municipal_de_adptacao_as_alteracoes_climaticas.pdf,"EMAAC_Guimarães_Anexos.pdf,emaac_guimaraes.pdf",2,The Municipality of Figueira da Foz possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Figueira da Foz's Standalone adaptation plan,Explore Municipality of Figueira da Foz's Climate Action Plan
55324,en,Municipality of Guimarães,1,Integrated climate plan (addressing mitigation and energy),O a elaboração do plano de ação climática inclui a revisitação da metodologia utlizada na Estratégia Municipal para as Alterações Climáticas (EMAAC). As projeções e cenários climáticos resultantes foram integrados no planeamento para redução de emissões de Gases com efeito de estufa ao nível do território de Guimarães.,2023,2030,Plano de Ação e Investimento da Missão Cidades,plano_acao_desenvolvimento_sustentavel_2020_2021.pdf,1,The Municipality of Guimarães possesses an Integrated climate plan (addressing mitigation and energy) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Guimarães's Integrated climate plan (addressing mitigation and energy),Explore Municipality of Guimarães's Climate Action Plan
55324,en,Municipality of Guimarães,2,Standalone adaptation plan,"A Estratégia Municipal de Adaptação às Alterações Climáticas (EMAAC) foi fundamentada por cenários relacionados ao clima. As projeções climáticas apresentadas nesta estratégia foram elaboradas com base em dois modelos regionalizados para a Europa pelo projeto CORDEX5 a partir de dois modelos globais:• Modelo 1: SMHI-RCA4 (regional), a partir do MOHC-HadGEM2 (global);• Modelo 2: KNMI-RACMO22E (regional), a partir do ICHEC-EC-EARTH (global).A elaboração de projeções climáticas pressupõe a utilização de cenários de emissões de GEE como dados de entrada (inputs) nos modelos climáticos, designados por Representative Concentration Pathways (RCPs) (IPCC, 2013). Estes cenários representam possíveis evoluções socioeconómicas e respetivas emissões de GEE.A partir de uma concentração atual de CO2 que ronda as 400 ppm (partes por milhão) dois RCPs foram utilizados nesta estratégia:• RCP4.5: uma trajetória de aumento da concentração de CO2 atmosférico até 520 ppm em 2070, aumentando de forma mais lenta até ao final do século;• RCP8.5: uma trajetória de crescimento semelhante ao RCP4.5 até meio do século, seguida de um aumento rápido e acentuado, atingindo uma concentração de CO2 de 950 ppm no final do século.Os dados simulados a partir dos modelos climáticos são geralmente representados recorrendo a grelhas com uma resolução espacial associada à capacidade de cada modelo em representar adequadamente os variados fenómenos atmosféricos e as massas terrestres e oceânicas. No caso dos modelos utilizados nesta estratégia esta representação foi de aproximadamente 11 km (0,11°).Foi selecionado um ponto da grelha dentro do município de Guimarães para o qual foram obtidos os valores diários das seguintes variáveis climáticas: Temperatura (máxima, média e mínima); Precipitação (acumulada); Velocidade do vento (máxima). De forma a apoiar o desenvolvimento da EMAAC, as projeções destas três variáveis foram analisadas até ao final do século, para os seus valores médios anuais e anomalias (potenciais alterações), relativamente ao clima atual.Desta forma, para cada uma destas variáveis climáticas foram calculadas médias mensais, sazonais e anuais, assim como alguns indicadores relativos a eventos extremos. De forma a identificar as potenciais alterações (anomalias) projetadas entre o clima atual e futuro, todos os cálculos foram simulados para três períodos de trinta anos (normais climáticas): 1976-2005 (clima atual); 2041-2070 (médio-prazo); 2071-2100 (longo-prazo).",2016,2030,Estratégia Municipal de Adaptação às Alterações Climáticas (EMAAC)\n\nhttps://www.cm-guimaraes.pt/cmguimaraes/uploads/writer_file/document/7277/emaac_guimaraes.pdf,PMAC-Guimaraes-2030_V01.pdf,2,The Municipality of Guimarães possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Guimarães's Standalone adaptation plan,Explore Municipality of Guimarães's Climate Action Plan
55324,en,Municipality of Guimarães,3,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","O Plano de Ação para o Desenvolvimento Sustentável (2017-2022) foi fundamentado por cenários relacionados ao clima, descritos na EMAAC Guimarães.",2020,2022,O Plano de Ação para o Desenvolvimento Sustentável (2017-2022)\n\nhttps://www.cm-guimaraes.pt/cmguimaraes/uploads/writer_file/document/8163/planoacao2021.pdf,guimaraes_secap_1_.pdf,3,"The Municipality of Guimarães possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Guimarães's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Guimarães's Climate Action Plan
55324,en,Municipality of Guimarães,4,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","Os modelos climáticos permitem projetar o clima futuro a partir de vários cenários climáticos que representam as emissões futuras de gases com efeito de estufa.RCP4.5: forçante radiativa de 4,5 W/m2 até 2100, cenário intermediário, aumento das emissões até 2040, seguido de declínio e estabilização no final do século, provável aumento de temperatura entre 1,1 e 2,6°C até 2100.RCP8.5: forçante radiativa de 8,5 W/m2 até 2100, cenário de pior caso (business as usual), aumento de emissões, provável aumento de temperatura entre 2,6 e 4,8°C até 2100.",2023,2030,Plano Municipal de Ação Climática de Guimarães\n\nhttps://guimaraes2030.pt/plano-municipal-de-acao-climatica/,PIAACAve.pdf,4,"The Municipality of Guimarães possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Guimarães's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Guimarães's Climate Action Plan
55324,en,Municipality of Guimarães,6,Standalone adaptation plan,"O Plano Intermunicipal de Adaptação às Alterações Climáticas foi fundamentado por cenários relacionados ao clima, descritos na EMAAC Guimarães.",2020,2030,Plano Intermunicipal de Adaptação às Alterações Climáticas (PIAAC)\n\nhttps://cim-ave.pt/projetos/piaac-da-cim-do-ave/,PMAC_Loulé_RELATÓRIO_FINAL_Impressão_2022.pdf,6,The Municipality of Guimarães possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Guimarães's Standalone adaptation plan,Explore Municipality of Guimarães's Climate Action Plan
826431,en,Municipality of Loulé,1,Integrated climate plan (addressing mitigation and adaptation),"Tributário da EMAAC de Loulé, o PMAC de Loulé é o instrumento de planeamento que estrutura a política municipal de resposta aos riscos e aos desafios climáticos, sendo pioneiro a nível nacional na forma como articula, à escala local, a mitigação das emissões de GEE, a eficiência energética e a descarbonização, com a adaptação às vulnerabilidades climáticas atuais e futuras. Alicerçado em conhecimento técnico-científico aprofundado sobre o Clima e as suas implicações no território concelhio, assim como num processo participativo plural e abrangente, o PMAC de Loulé concorre para a construção de uma política e de um plano de ação que norteia o caminho do Município e dos agentes locais. O PMAC de Loulé aprofundou o trabalho desenvolvido anteriormente em três dimensões fundamentais: - Territorial, através de: (i) avaliação bioclimática do território concelhio, que permitiu conhecer a diversidade climática atual, considerando as distintas caraterísticas climáticas das suas unidades territoriais (litoral, barrocal e serra); (ii) cenarização climática sobre unidades de resposta climática homogénea, o que permitiu refinar a uma escala inframunicipal as projeções do clima futuro deste território até ao final do século; (iii) cartografia de riscos climáticos, mapeando a expressão territorial dos principais riscos climáticos atuais e futuros, considerando a aplicação de cenários de AC; da tipificação de territórios sujeitos a riscos climáticos semelhantes, para os quais poderão ser definidas abordagens de adaptação (medidas/ações) semelhantes; (iv) identificação de territórios vulneráveis prioritários, para os quais são definidas, com caráter prioritário, experimental ou de demonstração, ações-piloto de adaptação às AC; - Sectorial, através de uma avaliação sectorial sistemática de vulnerabilidades atuais e futuras do concelho, considerando para o efeito os domínios sectoriais e transversais da ENAAC 2030 e as áreas de competência da autarquia;- Planeamento e Programação, com a elaboração de um plano detalhado p/a implementação de medidas/ações, incluindo a sua caraterização; programação temporal; avaliação custo-benefício; priorização; identificação de fontes de financiamento; estabelecimento de um quadro de responsabilização e governança e a definição de um modelo de monitorização.",2021,2050,Plano Municipal de Ação Climática de Loulé (PMAC de Loulé): http://www.louleadapta.pt/uploads/document/PMAC_Loule___Relatorio_Final.pdf,Relatorio Final - PASEC Loule 2021.pdf,1,The Municipality of Loulé possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Loulé's Integrated climate plan (addressing mitigation and adaptation),Explore Municipality of Loulé's Climate Action Plan
826431,en,Municipality of Loulé,4,Standalone adaptation plan,"O desenvolvimento da EMAAC de Loulé, iniciado em 2015, no âmbito do projeto ClimAdapt.Local, pretendeu promover, em todo o território municipal, uma resposta coerente às múltiplas problemáticas relacionadas com as AC. Como participante no projeto e contando com o apoio da respetiva equipa técnica, o município de Loulé seguiu uma metodologia de base designada por ADAM, que guiou a elaboração da estratégia, ao longo de um conjunto de etapas e tarefas específicas. A metodologia ADAM foi desenvolvida integralmente no âmbito do projeto ClimAdaPT.Local tendo sido adaptada à realidade portuguesa a partir do modelo desenvolvido pelo UKCIP. A partir da análise e consideração das principais necessidades em termos de tomada de decisões de adaptação à escala municipal, esta metodologia procurou responder a duas questões-chave:1. Quais os principais riscos climáticos que afetam ou poderão vir a afetar o território municipal e as decisões da CM de Loulé?2. Quais as principais ações de adaptação necessárias e disponíveis para responder a esses riscos climáticos?As projeções climáticas utilizadas no desenvolvimento da EMAAC de Loulé foram elaboradas pela equipa técnica do consórcio, tendo como base dois modelos regionalizados para a Europa (pelo projeto CORDEX) e dois cenários de emissões de GEE: RCP4.5 e RCP8.5. Os dados simulados a partir dos modelos climáticos foram depois representados recorrendo a uma grelha com uma resolução espacial de 11km , onde foi selecionado um ponto dentro do município de Loulé, para o qual foram obtidos os valores diários das seguintes variáveis climáticas: Temperatura (máxima, média e mínima); Precipitação (acumulada) e Velocidade do vento (máxima). As projeções destas três variáveis foram depois analisadas até ao final do século, para os seus valores médios anuais e anomalias relativamente ao clima atual. De forma a identificar as potenciais anomalias projetadas entre o clima atual e futuro, todos os cálculos foram simulados para três períodos de trinta anos: 1976-2005 (clima atual); 2041-2070 (médio-prazo) e 2071-2100 (longo-prazo). Conhecidas as projeções, as vulnerabilidades climáticas atuais e futuras e respetivos impactos, procedeu-se à construção da matriz de risco, que permitiu priorizar os riscos climáticos e identificar e definir um conjunto de 28 Opções de Adaptação que integram a EMAAC de Loulé, aprovada em junho de 2016, instrumento a ser periodicamente revisto e atualizado, sendo o precursor dp PMAC de Loulé.",2016,2050,Estratégia Municipal de Adaptação às Alterações Climáticas de Loulé (EMAAC de Loulé): http://www.louleadapta.pt/uploads/document/2_EMAAC_DE_LOULE.pdf,2_EMAAC_DE_LOULE(3).pdf,4,The Municipality of Loulé possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Loulé's Standalone adaptation plan,Explore Municipality of Loulé's Climate Action Plan
832078,en,Municipality of Mafra,1,Integrated climate plan (addressing mitigation and adaptation),NULL,NULL,NULL,https://www.cm-mafra.pt/pages/645,PMAC_Matosinhos.pdf,1,The Municipality of Mafra possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Mafra's Integrated climate plan (addressing mitigation and adaptation),Explore Municipality of Mafra's Climate Action Plan
50669,en,Municipality of Matosinhos,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)","Este plano tem em consideração as mesmas premissas que o PAESC, designadamente estando alinhado com os cenário que preveem um aumento de 1,5ºC. \nAs projeções climáticas para o futuro, indicam um aumento de 1.5ºC (conforme Acordo de Paris), indicam que as ameaças e oportunidades resultantes das alterações climáticas, quer a nível global quer local, terão implicações no quotidiano das populações e na atuação dos agentes públicos e privados do município de Matosinhos. Assim, tornou-se essencial, por um lado, identificar as medidas que permitem minimizar a exposição às ameaças climáticas, e por outro, aproveitar as oportunidades de introdução de novos modelos de atuação melhor adaptados ao novo contexto. A consequência destes impactos negativos e das observações dos eventos climáticos extremos, levaram à consideração de um plano de adaptação que visa ir de encontro, não só à previsão do aumento de 1.5ºC mas também ao aumento da resiliência do território de Matosinhos.\nNa vertente de adaptação este plano mostra-se mais ambicioso que os objetivos definidos no quadro do Acordo de Paris, objetivando o alcance da neutralidade carbónica até 2030 (e não 2050 como identificado no Acordo). De qualquer forma o documento apresenta diferentes cenários evolutivos: \n(1) Cenário Business As Usual - BAU - Este cenário de quase estagnação na redução de emissões de GEE permite antever que o objetivo da neutralidade carbónica não é possível sem a proatividade dos atores do território e do desenho e implementação de políticas nacionais e setoriais céleres que impulsione o investimento e o desenvolvimento tecnológico e social necessários.\n(2) Cenário em conformidade com a Lei de Bases do Clima (LBC) - o qual prevê redução das emissões municipais em cerca de 60% em 2030, 75% em 2040 e 88% em 2050. Neste cenário o esforço e compromisso dos atores locais teria de ser mobilizado de igual forma, embora num maior período temporal. \n(3) Cenário Matosinhos Neutralidade Carbónica 2030 - o qual objetiva a antecipação da neutralidade carbónica para 2030 através da mobilizado o esforço dos agentes do território e o seu compromisso, permitindo uma redução de 85% das emissões em 2030 face ao ano base de 2009. \n",2024,2030,Plano Municipal de Ação Climática de Matosinhos,8.1.1.a. PAESC Matosinhos.pdf,1,"The Municipality of Matosinhos possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Matosinhos's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Matosinhos's Climate Action Plan
50669,en,Municipality of Matosinhos,2,Integrated climate plan (addressing mitigation and adaptation),"No Município de Matosinhos, ao longo dos últimos anos, foram observados diversos eventos climáticos extremos, com destaque para os relacionados com situações de: precipitação excessiva, causadora de cheias e inundações; temperaturas baixas/ondas de frio; galgamentos costeiros; tempestades e de ventos fortes. Consequentemente, esses eventos tiveram impactes negativos no território, desde danos em edifícios, danos para a vegetação, danos para as infraestruturas (viárias, ferroviárias, telecomunicações, etc.), incêndios (como consequência de temperaturas elevadas ou outros eventos climáticos), inundações, entre outros. \nAs projeções climáticas para o futuro, que indicam um aumento de 1.5ºC (conforme Acordo de Paris), indicam que as ameaças e oportunidades resultantes das alterações climáticas, quer a nível global quer local, terão implicações no quotidiano das populações e na atuação dos agentes públicos e privados do município de Matosinhos. Assim, tornou-se essencial, por um lado, identificar as medidas que permitem minimizar a exposição às ameaças climáticas, e por outro, aproveitar as oportunidades de introdução de novos modelos de atuação melhor adaptados ao novo contexto. A consequência destes impactos negativos e das observações dos eventos climáticos extremos, levaram à criação de um plano de adaptação que visa ir de encontro, não só à previsão do aumento de 1.5ºC mas também ao aumento da resiliência do território de Matosinhos. \n",2021,2030,Plano de Ação para a Energia Sustentável e Clima de Matosinhos 2030:\nwww.cm-matosinhos.pt/cmmatosinhos2020/uploads/writer_file/document/28386/paesc.pdf,Estrategia de Mitigación Murcia.pdf,2,The Municipality of Matosinhos possesses an Integrated climate plan (addressing mitigation and adaptation) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Matosinhos's Integrated climate plan (addressing mitigation and adaptation),Explore Municipality of Matosinhos's Climate Action Plan
54498,en,Municipality of Murcia,1,Integrated climate plan (addressing mitigation and energy),-,2019,2030,https://energia.murcia.es/sites/default/files/2023-11/MITIGACION-Estrategia-MURCIA-2030_Buena_compressed.pdf,Estrategia de Adaptación Murcia.pdf,1,The Municipality of Murcia possesses an Integrated climate plan (addressing mitigation and energy) that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Murcia's Integrated climate plan (addressing mitigation and energy),Explore Municipality of Murcia's Climate Action Plan
54498,en,Municipality of Murcia,2,Standalone adaptation plan,"El informe de evaluación (AR5) del IPCC afirmaba que el calentamiento del sistema climático de la Tierra es inequívoco y preveía un mayor impacto en el mismo por parte de los gases de efecto invernadero (GEI) ya acumulados en la atmósfera. Este impacto tendría como consecuencia agravar en mayor medida la probabilidad de ocurrencia de eventos climáticos peligrosos y fuente de impactos físicos con repercusiones dañinas en el conjunto de sectores de la sociedad.Ante esta situación y los impactos climáticos observados hasta el momento, el Ayuntamiento de Murcia se comprometió a elaborar su Estrategia de Adaptación al Cambio Climático a 2030 y Plan de Acción a 2030.Los resultados del análisis climático realizado para el municipio de Murcia están en concordancia con el informe (AR5) del Panel Intergubernamental de Expertos sobre el Cambio Climático (IPCC, de aquí en adelante). Destacan la tendencia marcada a la disminución en las cantidades anuales de precipitación, el aumento del número de días sin lluvias, la reducción en el número de días de frío extremo y el incremento del número de días de calor extremo. La información detallada al respecto se recoge en el informe de Proyecciones Climáticas para el Municipio de Murcia.Para tener una mejor compresión de las implicaciones e impactos del cambio climático en el Municipio de Murcia, a lo largo del año 2016 se procedió con un análisis de riesgos climáticos para cada uno de los sectores seleccionados por su carácter estratégico: agua, medio natural, agricultura/huerta, salud, urbanismo. El diagnóstico de riesgos climáticos permitió identificar los principales peligros a los cuales se enfrentarían los sectores de la Sociedad Murciana a futuro, así como sus principales vulnerabilidades. De esta forma sentó las bases para identificar las medidas que permitirán incrementar la capacidad de adaptación y resiliencia de los sistemas sectoriales y así preparar al municipio de Murcia ante un clima cambiante.",2018,2030,https://energia.murcia.es/sites/default/files/2023-12/Estrategia-Local-Cambio-Climatica-Murcia-2019.pdf,Klimaat Actieplan Rotterdam 2023.pdf,2,The Municipality of Murcia possesses an Standalone adaptation plan that addresses the following sectors:,Year of formal approval of plan:,End year of plan:,Further information on Municipality of Murcia's Standalone adaptation plan,Explore Municipality of Murcia's Climate Action Plan
31179,en,Municipality of Rotterdam,1,"Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Targets formulated in the climate action plan and projects to attain these targets are based on the scenario in accordance with the European Fit for 55 plan and the European commitment to net zero in 2050. The plan comprises both adaptation and mitigation.,2023,2050,Klimaat Actieplan Rotterdam; https://rotterdam.foleon.com/kar/klimaat-actieplan/,Programmakader-Rotterdams-Weerwoord-2030-EN_Optimized.pdf,1,"The Municipality of Rotterdam possesses an Integrated climate plan (addressing mitigation, adaptation and energy-related issues) that addresses the following sectors:",Year of formal approval of plan:,End year of plan:,"Further information on Municipality of Rotterdam's Integrated climate plan (addressing mitigation, adaptation and energy-related issues)",Explore Municipality of Rotterdam's Climate Action Plan
