Id,Signatory,Language,Order,Action_Id,Action,More_Details_Label,Hazards_Addressed_Label,Sectors_Label,Funding_Sources_Label,Funding_Sources,Co_Benefits_Label
55324,Municipality of Guimarães,en,18,18,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,19,19,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
55324,Municipality of Guimarães,en,21,21,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,22,22,Adaptive land-use management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,23,23,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,24,24,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55324,Municipality of Guimarães,en,25,25,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,26,26,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,27,27,Water use restrictions,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,28,28,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
55324,Municipality of Guimarães,en,29,29,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55324,Municipality of Guimarães,en,30,30,Shading in public spaces,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,31,31,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Climate finance (carbon credits),Co-benefits realized:
55324,Municipality of Guimarães,en,33,33,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
55324,Municipality of Guimarães,en,34,34,Social safety nets and social protection,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,35,35,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,36,36,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,37,37,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,38,38,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,39,39,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,40,40,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
55324,Municipality of Guimarães,en,41,41,Soil and water conservation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
55324,Municipality of Guimarães,en,42,42,Municipal services to reduce food waste (including composting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Climate finance (carbon credits),Co-benefits realized:
55324,Municipality of Guimarães,en,43,43,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,44,44,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
55324,Municipality of Guimarães,en,45,45,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,46,46,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55324,Municipality of Guimarães,en,47,47,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55324,Municipality of Guimarães,en,49,49,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,48,48,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,50,50,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,51,51,"Flood defence, such as flood levees and culverts",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,52,52,Ensure all waste generated is collected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
55324,Municipality of Guimarães,en,53,53,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
55324,Municipality of Guimarães,en,54,54,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,55,55,Municipal services (including water and sanitation),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,56,56,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes",Co-benefits realized:
55324,Municipality of Guimarães,en,57,57,Land zoning laws to prevent urban sprawl and promote more efficient use of land,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,58,58,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,59,59,Adaptive management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
55324,Municipality of Guimarães,en,60,60,Building codes,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,61,61,Storm and wastewater management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55324,Municipality of Guimarães,en,62,62,Water recycling/reclamation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,63,63,Food donation and redistribution of food surplus,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,64,64,"Municipal/jurisdictional food procurement policies that support sustainable food production practices (including school procurement, etc.)",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,65,65,"Municipal/jurisdictional food procurement policies that align with guidelines for sustainable, healthy diets (including school procurement, etc.)",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,66,66,Food donation and redistribution of food surplus,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,67,67,Early warning and response systems,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,1,1,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,2,2,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,3,3,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,4,4,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,5,5,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,6,6,Early warning and response systems,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,7,7,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,8,8,Water recycling/reclamation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s),Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,9,9,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,10,10,Watershed preservation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,11,11,Bushfire reduction and prescribed fire,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,12,12,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,13,13,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,14,14,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s),Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,15,15,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
826431,Municipality of Loulé,en,16,16,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,17,17,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,18,18,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,19,19,Sea walls and coastal protection structures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,20,20,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,21,21,Water recycling/reclamation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,22,22,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,23,23,Public preparedness (including exercises/drills),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,24,24,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,25,25,Beach nourishment,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,27,27,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,26,26,Municipal water efficiency retrofits,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes",Co-benefits realized:
826431,Municipality of Loulé,en,28,28,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,29,29,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,30,30,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,33,33,Hazard resistant infrastructure design and construction,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,31,31,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,32,32,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,34,34,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,35,35,Building standards,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
826431,Municipality of Loulé,en,36,36,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,37,37,Use of non-potable water,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,39,39,Livelihood diversification,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,40,40,Community-based natural resource management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s),Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,38,38,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,41,41,Water recycling/reclamation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,51,51,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s),Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,52,52,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,42,42,Water use restrictions,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,44,44,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
826431,Municipality of Loulé,en,45,45,Sea level rise modelling,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,46,46,Community-based natural resource management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,47,47,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,48,48,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,49,49,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,50,50,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,53,53,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,54,54,Bushfire reduction and prescribed fire,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,55,55,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,56,56,Municipal water efficiency retrofits,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,57,57,Diversifying water supply (including new sources),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s),Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,58,58,Protected areas,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,59,59,Increase resilience of and/or diversify power/energy supply,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,60,60,Early warning and response systems,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,61,61,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,62,62,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,63,63,Use of non-potable water,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,64,64,Municipal water efficiency retrofits,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,65,65,Water saving technologies (including rainwater harvesting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,66,66,Upgrading existing water supply infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826431,Municipality of Loulé,en,67,67,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,68,68,Shading in public spaces,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826431,Municipality of Loulé,en,69,69,Community-based natural resource management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
832078,Municipality of Mafra,en,1,1,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
832078,Municipality of Mafra,en,2,2,Protected areas,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
50669,Municipality of Matosinhos,en,1,1,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,6,6,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,8,8,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,9,9,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,10,10,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,11,11,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,12,12,Financial incentives (including taxes and subsidies),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,13,13,Microfinance,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,14,14,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,15,15,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50669,Municipality of Matosinhos,en,16,16,Sustainable forest management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,17,17,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,18,18,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,19,19,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,20,20,Improved drainage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,21,21,"Municipal/jurisdictional food procurement policies that support sustainable food production practices (including school procurement, etc.)",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,22,22,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,23,23,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,24,24,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,25,25,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,26,26,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,27,27,Increasing biological diversity,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,28,28,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,29,29,Water storage and pump storage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,30,30,Watershed preservation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50669,Municipality of Matosinhos,en,31,31,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
